timestamps,X,Y,Z,Marker0
1483986160.823,0.381,0.411,-1.966,0
1483986160.843,0.471,0.523,-2.213,0
1483986160.863,0.568,0.606,-2.512,0
1483986160.882,0.553,0.636,-2.856,0
1483986160.902,0.217,0.516,-3.402,0
1483986160.922,-0.396,0.411,-4.060,0
1483986160.941,-0.785,0.493,-4.553,0
1483986160.961,-0.710,0.837,-4.471,0
1483986160.981,-0.135,0.920,-3.813,0
1483986161.001,0.464,0.561,-2.849,0
1483986161.020,0.621,0.015,-1.922,0
1483986161.040,0.643,-0.396,-1.413,0
1483986161.060,0.523,-0.426,-1.421,0
1483986161.079,0.344,-0.172,-1.832,0
1483986161.099,0.157,0.120,-2.609,0
1483986161.119,-0.164,0.292,-3.477,0
1483986161.138,-0.449,0.150,-4.135,0
1483986161.158,-0.553,0.135,-4.486,0
1483986161.178,-0.292,0.150,-4.344,0
1483986161.198,-0.179,0.135,-4.008,0
1483986161.217,-0.045,0.336,-3.529,0
1483986161.237,0.179,0.591,-2.826,0
1483986161.257,0.419,0.800,-2.303,0
1483986161.276,0.621,0.972,-1.854,0
1483986161.296,0.733,0.875,-1.593,0
1483986161.316,0.733,0.658,-1.578,0
1483986161.336,0.673,0.561,-1.705,0
1483986161.355,0.493,0.591,-1.914,0
1483986161.375,0.277,0.613,-2.191,0
1483986161.395,0.299,0.665,-2.333,0
1483986161.414,0.441,0.613,-2.213,0
1483986161.434,0.658,0.650,-2.041,0
1483986161.454,0.822,0.606,-1.824,0
1483986161.474,0.673,0.516,-1.899,0
1483986161.493,0.456,0.426,-1.936,0
1483986161.513,0.262,0.538,-2.146,1
1483986161.533,0.247,0.755,-2.340,0
1483986161.552,0.501,1.002,-2.221,0
1483986161.572,0.658,0.852,-1.862,0
1483986161.592,0.710,0.449,-1.458,0
1483986161.611,0.770,0.164,-1.271,0
1483986161.631,0.830,0.142,-1.241,0
1483986161.651,0.710,0.351,-1.495,0
1483986161.671,0.479,0.628,-2.004,0
1483986161.690,0.322,0.755,-2.632,0
1483986161.710,0.292,0.763,-2.991,0
1483986161.730,0.262,0.725,-2.983,0
1483986161.749,0.292,0.628,-2.707,0
1483986161.769,0.329,0.576,-2.393,0
1483986161.789,0.464,0.628,-2.004,0
1483986161.809,0.673,0.636,-1.735,0
1483986161.828,0.852,0.643,-1.555,0
1483986161.848,0.837,0.598,-1.540,0
1483986161.868,0.748,0.628,-1.966,0
1483986161.887,0.471,0.628,-2.475,0
1483986161.907,0.037,0.568,-3.125,0
1483986161.927,-0.404,0.553,-3.694,0
1483986161.946,-0.344,0.882,-3.843,0
1483986161.966,0.127,1.129,-3.282,0
1483986161.986,0.628,0.710,-2.310,0
1483986162.006,0.770,0.142,-1.234,0
1483986162.025,0.875,0.007,-0.523,0
1483986162.045,1.039,0.172,-0.411,0
1483986162.065,0.935,0.501,-0.852,0
1483986162.084,0.650,0.770,-1.877,0
1483986162.104,0.329,0.920,-2.819,0
1483986162.124,0.164,0.785,-3.447,0
1483986162.144,-0.030,0.680,-3.559,0
1483986162.163,-0.120,0.613,-3.424,0
1483986162.183,0.120,0.628,-2.991,0
1483986162.203,0.456,0.688,-2.475,0
1483986162.222,0.650,0.486,-1.884,0
1483986162.242,0.815,0.396,-1.436,0
1483986162.262,0.807,0.456,-1.428,0
1483986162.282,0.643,0.628,-1.720,0
1483986162.301,0.224,0.718,-2.467,0
1483986162.321,-0.105,0.703,-3.230,0
1483986162.341,-0.060,0.815,-3.507,0
1483986162.360,0.157,0.972,-3.312,0
1483986162.380,0.359,0.703,-2.632,0
1483986162.400,0.628,0.359,-1.765,0
1483986162.419,0.875,0.329,-1.009,0
1483986162.439,1.129,0.441,-0.680,0
1483986162.459,0.987,0.471,-0.927,0
1483986162.479,0.606,0.523,-1.675,0
1483986162.498,0.239,0.613,-2.722,0
1483986162.518,0.052,0.770,-3.387,0
1483986162.538,0.045,0.837,-3.619,0
1483986162.557,0.090,0.778,-3.477,0
1483986162.577,0.194,0.643,-3.021,0
1483986162.597,0.269,0.516,-2.445,0
1483986162.617,0.546,0.493,-1.899,0
1483986162.636,0.927,0.501,-1.413,0
1483986162.656,0.957,0.606,-1.271,0
1483986162.676,0.807,0.621,-1.548,0
1483986162.695,0.553,0.643,-2.086,0
1483986162.715,0.269,0.703,-2.849,0
1483986162.735,-0.075,0.845,-3.507,0
1483986162.755,-0.164,0.972,-3.993,0
1483986162.774,-0.142,1.054,-3.963,2
1483986162.794,0.090,1.092,-3.484,0
1483986162.814,0.336,0.890,-2.565,0
1483986162.833,0.613,0.658,-1.443,0
1483986162.853,0.942,0.561,-0.621,0
1483986162.873,1.353,0.583,-0.164,0
1483986162.892,1.391,0.523,-0.329,0
1483986162.912,1.047,0.486,-0.979,0
1483986162.932,0.538,0.591,-1.966,0
1483986162.952,0.127,0.793,-2.811,0
1483986162.971,0.097,1.069,-3.365,0
1483986162.991,0.172,1.129,-3.499,0
1483986163.011,0.277,1.032,-3.193,0
1483986163.030,0.449,0.778,-2.460,0
1483986163.050,0.688,0.591,-1.742,0
1483986163.070,0.770,0.591,-1.256,0
1483986163.090,0.920,0.628,-0.867,0
1483986163.109,1.099,0.710,-0.860,0
1483986163.129,1.054,0.680,-1.211,0
1483986163.149,0.800,0.695,-1.854,0
1483986163.168,0.441,0.725,-2.744,0
1483986163.188,-0.090,0.748,-3.753,0
1483986163.208,-0.538,0.875,-4.419,0
1483986163.228,-0.636,1.017,-4.441,0
1483986163.247,-0.232,1.122,-3.746,0
1483986163.267,0.508,1.047,-2.542,0
1483986163.287,1.024,0.845,-1.338,3
1483986163.306,1.316,0.591,-0.374,0
1483986163.326,1.406,0.456,0.052,0
1483986163.346,1.338,0.501,-0.187,0
1483986163.365,1.002,0.598,-0.965,0
1483986163.385,0.591,0.703,-1.951,0
1483986163.405,0.060,0.718,-2.938,0
1483986163.425,-0.194,0.688,-3.544,0
1483986163.444,0.000,0.763,-3.529,0
1483986163.464,0.209,0.800,-3.140,0
1483986163.484,0.456,0.673,-2.602,0
1483986163.503,0.748,0.576,-2.004,0
1483986163.523,0.807,0.374,-1.540,0
1483986163.543,0.591,0.247,-1.406,0
1483986163.563,0.449,0.441,-1.570,0
1483986163.582,0.426,0.688,-1.914,0
1483986163.602,0.404,0.807,-2.213,0
1483986163.622,0.396,0.658,-2.542,0
