timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1506028251.841,23.926,48.340,47.852,58.105,45.410,0
1506028251.845,32.715,46.875,47.363,60.547,26.855,0
1506028251.849,34.668,42.969,43.945,62.012,40.039,0
1506028251.853,33.691,38.574,50.293,70.312,21.484,0
1506028251.856,33.203,32.715,51.758,70.801,17.090,0
1506028251.860,34.668,28.320,46.875,61.035,62.012,0
1506028251.864,40.039,45.898,52.246,65.430,54.199,0
1506028251.868,42.480,42.969,51.758,64.941,24.902,0
1506028251.872,42.969,33.691,49.316,62.012,29.297,0
1506028251.876,46.875,41.992,54.199,61.523,37.109,0
1506028251.880,45.410,47.363,62.012,62.988,45.898,0
1506028251.884,38.086,45.410,57.617,54.688,51.270,0
1506028251.888,35.645,43.945,49.805,49.316,41.504,0
1506028251.892,39.551,46.875,59.570,58.594,28.809,0
1506028251.895,43.945,49.316,66.895,65.918,44.434,0
1506028251.899,41.504,49.316,64.453,62.988,49.805,0
1506028251.903,37.598,46.875,64.453,59.082,43.457,0
1506028251.907,37.598,50.293,61.523,63.477,20.508,0
1506028251.911,43.945,50.781,61.523,66.895,4.395,0
1506028251.915,41.016,45.410,61.523,63.477,-6.348,0
1506028251.919,42.969,48.828,59.570,54.688,6.836,0
1506028251.923,45.410,43.945,57.617,54.199,17.090,0
1506028251.927,37.109,45.898,62.012,58.594,-36.621,0
1506028251.931,32.227,50.293,66.895,57.617,-51.270,0
1506028251.935,37.109,45.898,58.105,52.734,11.719,0
1506028251.938,46.387,43.945,55.176,58.105,49.316,0
1506028251.942,49.316,45.410,57.129,62.012,11.230,0
1506028251.946,48.340,48.828,56.152,62.500,-23.438,0
1506028251.950,40.039,47.363,55.176,61.035,-6.836,0
1506028251.954,43.945,44.434,61.523,62.012,-3.906,0
1506028251.958,41.504,41.016,61.523,62.012,-24.902,0
1506028251.962,28.809,30.273,58.105,54.199,-48.828,0
1506028251.966,34.668,29.297,53.223,47.363,-18.066,0
1506028251.970,46.387,41.992,48.340,49.805,27.832,0
1506028251.974,43.945,49.316,43.457,60.547,2.441,0
1506028251.978,37.109,54.199,50.781,60.547,-15.137,0
1506028251.981,38.086,44.434,58.105,55.176,20.508,0
1506028251.985,41.504,45.898,55.664,64.941,59.570,0
1506028251.989,44.922,52.246,61.523,76.660,41.992,0
1506028251.993,54.199,50.781,69.824,84.473,30.762,0
1506028251.997,48.340,53.711,71.777,90.820,36.621,0
1506028252.001,33.691,48.340,69.824,84.961,40.527,0
1506028252.005,39.551,41.992,60.059,84.473,28.809,0
1506028252.009,41.992,36.133,54.688,81.543,7.324,0
1506028252.013,37.109,47.852,56.152,80.566,28.320,0
1506028252.017,42.480,57.129,52.246,78.613,36.133,0
1506028252.020,52.734,51.270,52.734,78.125,52.246,0
1506028252.024,52.734,50.293,56.641,83.496,17.578,0
1506028252.028,50.293,58.105,52.246,78.125,-7.812,0
1506028252.032,55.176,61.523,54.199,80.566,-3.906,0
1506028252.036,50.781,43.457,51.270,72.754,-8.301,0
1506028252.040,37.109,35.645,48.340,64.453,29.297,0
1506028252.044,39.551,38.086,56.641,68.359,29.297,0
1506028252.048,50.293,51.270,59.570,82.031,1.953,0
1506028252.052,49.805,49.805,56.152,76.172,19.531,0
1506028252.056,53.223,47.363,56.152,75.195,41.016,0
1506028252.060,54.199,60.547,62.500,85.449,36.133,0
1506028252.063,44.922,46.387,53.711,69.336,-7.324,0
1506028252.067,59.082,49.805,53.711,68.359,-34.180,0
1506028252.071,59.082,56.152,56.152,66.406,6.836,0
1506028252.075,40.039,48.828,49.805,61.523,31.250,0
1506028252.079,33.691,43.457,51.270,65.430,27.344,0
1506028252.083,28.809,29.297,47.852,65.430,20.508,0
1506028252.087,30.762,31.738,40.039,56.152,33.691,0
1506028252.091,35.156,41.992,47.852,58.594,22.949,0
1506028252.095,31.738,35.156,54.199,61.523,-24.414,0
1506028252.099,31.738,35.645,47.852,52.734,-11.719,0
1506028252.103,43.945,47.363,51.758,50.293,26.855,0
1506028252.106,49.805,51.758,62.988,61.523,14.160,0
1506028252.110,42.969,43.945,57.129,57.617,-13.672,0
1506028252.114,42.480,41.992,53.223,50.781,11.719,0
1506028252.118,54.199,43.457,61.035,63.965,36.133,0
1506028252.122,45.898,49.316,46.387,65.918,15.625,0
1506028252.126,27.832,44.434,47.363,59.570,-4.883,0
1506028252.130,20.508,35.645,63.477,61.523,-14.160,0
1506028252.134,11.719,44.922,57.617,58.105,24.414,0
1506028252.138,25.879,48.828,57.129,51.758,42.969,0
1506028252.142,40.039,50.781,61.035,58.105,15.137,0
1506028252.145,32.227,46.387,58.594,58.594,11.230,0
1506028252.149,33.203,44.434,55.664,54.199,7.324,0
1506028252.153,28.809,45.410,57.129,51.758,-4.883,0
1506028252.157,21.484,48.828,47.852,41.016,-18.555,0
1506028252.161,33.203,47.363,41.992,38.086,16.113,0
1506028252.165,41.504,34.180,47.852,45.898,45.410,0
1506028252.169,45.410,30.762,49.805,41.992,22.949,0
1506028252.173,48.828,37.598,53.223,41.992,24.902,0
1506028252.177,47.852,41.992,58.594,54.199,41.016,0
1506028252.181,51.270,47.852,58.105,59.082,35.156,0
1506028252.185,46.875,38.086,58.594,59.082,46.387,0
1506028252.188,38.574,25.879,58.105,62.012,27.832,0
1506028252.192,45.898,36.621,55.176,63.965,7.324,0
1506028252.196,48.340,42.969,54.688,64.941,4.883,0
1506028252.200,38.086,41.016,50.781,64.941,-22.461,0
1506028252.204,32.715,28.809,46.387,60.059,-10.254,0
1506028252.208,32.715,30.762,47.363,53.223,-0.488,0
1506028252.212,47.363,40.039,51.758,64.453,-3.418,0
1506028252.216,51.270,39.062,54.688,73.730,-14.160,0
1506028252.220,47.363,37.598,49.316,73.242,-3.418,0
1506028252.224,56.641,41.992,50.293,67.383,18.066,0
1506028252.228,57.129,46.875,57.129,69.824,5.371,0
1506028252.231,51.758,37.598,62.988,76.660,-0.977,0
1506028252.235,43.457,41.016,57.129,63.965,12.207,0
1506028252.239,45.898,48.340,48.340,59.082,16.113,0
1506028252.243,48.828,41.992,50.781,67.383,-21.484,0
1506028252.247,49.316,45.898,47.852,69.824,-37.598,0
1506028252.251,49.316,56.152,44.434,67.383,20.508,0
1506028252.255,45.898,44.922,42.969,66.895,40.527,0
1506028252.259,48.340,37.598,53.223,71.289,-1.465,0
1506028252.263,43.457,50.781,60.547,70.312,-17.578,0
1506028252.267,44.922,64.941,58.594,61.035,42.969,0
1506028252.270,56.152,61.523,63.965,62.012,59.082,0
1506028252.274,50.293,54.688,61.035,67.383,16.113,0
1506028252.278,51.270,56.641,57.129,68.848,12.695,0
1506028252.282,57.129,68.848,65.430,73.242,29.297,0
1506028252.286,68.359,59.082,68.359,84.961,44.922,0
1506028252.290,69.824,39.062,63.965,81.543,29.297,0
1506028252.294,54.688,60.547,56.641,70.312,2.441,0
1506028252.298,55.664,64.941,55.664,68.848,22.949,0
1506028252.302,62.500,51.270,61.035,70.312,47.852,0
1506028252.306,58.105,54.199,60.059,65.918,48.340,0
1506028252.310,52.246,54.199,58.594,66.406,53.711,0
1506028252.313,47.852,51.270,65.918,72.266,46.387,0
1506028252.317,44.922,51.270,53.711,69.824,33.203,0
1506028252.321,45.898,41.504,47.852,60.547,17.090,0
