timestamps,X,Y,Z,Marker0
1486276396.839,-0.052,-0.202,-2.662,0
1486276396.858,0.000,-0.232,-2.729,0
1486276396.878,0.015,-0.187,-2.647,0
1486276396.898,0.105,-0.179,-2.587,0
1486276396.918,0.052,-0.217,-2.505,0
1486276396.937,0.015,-0.209,-2.505,1
1486276396.957,0.030,-0.269,-2.452,0
1486276396.977,0.037,-0.239,-2.370,0
1486276396.996,0.007,-0.224,-2.355,0
1486276397.016,0.000,-0.187,-2.445,0
1486276397.036,0.000,-0.135,-2.624,0
1486276397.056,0.037,-0.172,-2.811,0
1486276397.075,0.007,-0.202,-2.894,0
1486276397.095,0.097,-0.224,-2.991,0
1486276397.115,0.052,-0.224,-2.953,0
1486276397.134,0.067,-0.187,-2.931,0
1486276397.154,0.030,-0.194,-2.894,0
1486276397.174,0.007,-0.284,-2.789,0
1486276397.193,0.000,-0.314,-2.714,0
1486276397.213,0.037,-0.247,-2.751,0
1486276397.233,0.060,-0.224,-2.751,0
1486276397.253,0.037,-0.224,-2.804,0
1486276397.272,0.060,-0.239,-2.834,0
1486276397.292,0.090,-0.202,-2.856,0
1486276397.312,0.142,-0.194,-2.841,0
1486276397.331,0.015,-0.351,-2.692,0
1486276397.351,0.007,-0.344,-2.572,0
1486276397.371,0.082,-0.277,-2.565,0
1486276397.390,0.075,-0.194,-2.490,0
1486276397.410,0.097,-0.127,-2.318,0
1486276397.430,-0.022,-0.187,-2.460,0
1486276397.450,-0.052,-0.090,-2.744,0
1486276397.469,-0.015,-0.179,-2.849,0
1486276397.489,-0.045,-0.359,-2.699,0
1486276397.509,-0.060,-0.381,-2.452,0
1486276397.528,-0.067,-0.322,-2.265,0
1486276397.548,0.022,-0.239,-2.310,0
1486276397.568,0.037,-0.269,-2.295,0
1486276397.588,0.097,-0.254,-2.228,0
1486276397.607,0.082,-0.217,-2.333,0
1486276397.627,0.090,-0.135,-2.467,0
1486276397.647,0.037,-0.105,-2.565,0
1486276397.666,0.075,-0.187,-2.594,0
1486276397.686,0.052,-0.187,-2.617,0
1486276397.706,0.015,-0.239,-2.617,0
1486276397.725,0.052,-0.254,-2.594,0
1486276397.745,0.030,-0.217,-2.520,0
1486276397.765,0.112,-0.232,-2.415,0
1486276397.785,0.037,-0.202,-2.400,0
1486276397.804,0.015,-0.202,-2.587,0
1486276397.824,0.037,-0.232,-2.535,0
1486276397.844,0.082,-0.277,-2.437,0
1486276397.863,0.082,-0.202,-2.303,0
1486276397.883,0.097,-0.164,-2.273,0
1486276397.903,0.067,-0.179,-2.363,0
1486276397.923,0.007,-0.187,-2.452,0
1486276397.942,-0.015,-0.202,-2.557,0
1486276397.962,0.030,-0.269,-2.557,0
1486276397.982,0.112,-0.194,-2.490,0
1486276398.001,0.082,-0.142,-2.265,0
1486276398.021,0.097,-0.179,-2.146,0
1486276398.041,0.090,-0.209,-2.094,0
1486276398.060,0.060,-0.254,-2.034,0
1486276398.080,0.082,-0.179,-2.011,0
1486276398.100,0.022,-0.067,-2.079,0
1486276398.120,0.060,-0.127,-2.056,0
1486276398.139,0.060,-0.082,-2.034,0
1486276398.159,0.037,-0.052,-2.034,0
1486276398.179,0.120,-0.164,-2.094,0
1486276398.198,0.105,-0.179,-2.138,2
1486276398.218,0.112,-0.164,-2.273,0
1486276398.238,0.052,-0.150,-2.243,0
1486276398.257,0.045,-0.157,-2.161,0
1486276398.277,0.067,-0.217,-2.019,0
1486276398.297,0.052,-0.277,-1.959,0
1486276398.317,0.000,-0.209,-1.899,0
1486276398.336,0.082,-0.150,-2.064,0
1486276398.356,0.105,-0.142,-2.146,0
1486276398.376,0.097,-0.060,-2.176,0
1486276398.395,0.097,-0.052,-2.168,0
1486276398.415,0.060,-0.135,-2.094,0
1486276398.435,-0.015,-0.179,-2.094,0
1486276398.455,0.000,-0.239,-1.959,0
1486276398.474,0.090,-0.239,-1.989,0
1486276398.494,0.022,-0.247,-2.056,0
