timestamps,X,Y,Z,Marker0
1512969218.606,0.090,-0.202,-2.879,0
1512969218.625,0.112,0.030,-2.983,0
1512969218.645,0.082,0.097,-2.759,0
1512969218.665,0.030,-0.007,-2.415,0
1512969218.685,0.022,-0.090,-2.138,0
1512969218.704,0.060,-0.060,-1.899,0
1512969218.724,0.142,-0.052,-1.675,0
1512969218.744,0.262,-0.067,-1.563,0
1512969218.763,0.105,0.105,-1.824,0
1512969218.783,-0.150,0.127,-2.176,0
1512969218.803,-0.097,0.037,-2.228,0
1512969218.823,0.067,0.022,-2.318,0
1512969218.842,0.007,0.052,-2.572,0
1512969218.862,-0.075,0.000,-2.744,0
1512969218.882,-0.157,0.000,-2.527,0
1512969218.901,-0.060,0.060,-1.974,0
1512969218.921,0.015,0.187,-1.391,0
1512969218.941,0.000,0.194,-1.226,0
1512969218.961,0.030,-0.007,-1.495,0
1512969218.980,-0.030,-0.120,-1.936,0
1512969219.000,-0.105,-0.105,-2.318,0
1512969219.020,-0.015,-0.120,-2.565,0
1512969219.039,0.067,-0.015,-2.542,0
1512969219.059,0.127,0.037,-2.273,0
1512969219.079,0.127,0.060,-2.079,0
1512969219.098,0.127,-0.030,-2.056,0
1512969219.118,0.097,-0.052,-2.251,0
1512969219.138,0.052,-0.015,-2.445,0
1512969219.158,-0.007,0.045,-2.497,0
1512969219.177,0.022,0.037,-2.243,0
1512969219.197,0.000,0.007,-2.168,0
1512969219.217,0.022,-0.015,-2.108,0
1512969219.236,0.052,-0.015,-2.191,0
1512969219.256,0.067,0.037,-2.251,0
1512969219.276,0.000,0.082,-2.288,0
1512969219.296,-0.052,0.000,-2.161,0
1512969219.315,0.015,-0.045,-1.981,0
1512969219.335,0.030,-0.030,-1.907,0
1512969219.355,0.000,-0.030,-1.981,0
1512969219.374,0.022,0.067,-2.146,0
1512969219.394,0.037,0.135,-2.340,0
1512969219.414,-0.090,0.097,-2.542,0
1512969219.433,-0.172,-0.060,-2.669,0
1512969219.453,-0.247,-0.232,-2.542,0
1512969219.473,0.037,0.105,-2.400,0
1512969219.493,0.277,0.150,-2.131,0
1512969219.512,0.157,-0.209,-2.198,0
1512969219.532,0.045,-0.508,-2.737,0
1512969219.552,-0.007,-0.456,-3.335,0
1512969219.571,0.037,-0.127,-3.462,0
1512969219.591,0.060,0.164,-2.983,0
1512969219.611,-0.030,0.194,-2.355,0
1512969219.631,-0.067,0.037,-1.936,0
1512969219.650,-0.150,-0.112,-1.914,0
1512969219.670,-0.157,-0.142,-2.086,0
1512969219.690,-0.052,-0.022,-2.333,0
1512969219.709,-0.037,0.097,-2.490,0
1512969219.729,0.022,0.135,-2.505,0
1512969219.749,-0.097,0.075,-2.512,0
