timestamps,X,Y,Z,Marker0
1510137834.563,0.135,0.336,-2.206,0
1510137834.583,0.112,0.374,-2.183,0
1510137834.602,-0.037,0.060,-2.340,0
1510137834.622,-0.075,0.030,-2.176,0
1510137834.642,0.127,0.194,-2.363,0
1510137834.661,0.097,0.194,-2.430,0
1510137834.681,0.067,0.075,-2.662,0
1510137834.701,-0.030,-0.067,-3.155,0
1510137834.721,0.015,-0.135,-3.267,0
1510137834.740,0.045,-0.030,-3.208,0
1510137834.760,0.164,-0.030,-3.297,0
1510137834.780,-0.037,-0.299,-3.544,0
1510137834.799,-0.120,-0.359,-3.611,0
1510137834.819,0.030,-0.456,-3.559,0
1510137834.839,0.060,-0.224,-3.402,0
1510137834.859,0.082,-0.045,-3.275,0
1510137834.878,0.120,0.112,-3.006,0
1510137834.898,0.157,0.322,-2.826,0
1510137834.918,0.030,0.396,-2.886,0
1510137834.937,-0.120,0.090,-2.415,0
1510137834.957,-0.194,-0.269,-2.049,0
1510137834.977,-0.090,-0.389,-1.809,0
1510137834.996,-0.120,-0.456,-1.436,0
1510137835.016,-0.022,-0.359,-1.421,0
1510137835.036,0.142,-0.105,-1.705,0
1510137835.056,0.172,0.217,-2.108,0
1510137835.075,0.157,0.299,-2.692,0
1510137835.095,0.060,0.209,-3.305,0
1510137835.115,-0.022,-0.127,-3.320,0
1510137835.134,-0.030,-0.464,-3.439,0
1510137835.154,0.052,-0.411,-3.327,0
1510137835.174,0.090,-0.284,-3.357,0
1510137835.194,0.037,-0.097,-3.394,0
1510137835.213,0.082,0.150,-3.140,0
1510137835.233,0.232,0.150,-2.901,0
1510137835.253,0.209,0.157,-2.781,0
1510137835.272,-0.045,0.082,-2.886,0
1510137835.292,-0.007,0.007,-2.781,0
1510137835.312,0.045,-0.112,-2.624,0
1510137835.331,0.067,-0.142,-2.400,0
1510137835.351,-0.007,-0.112,-2.355,0
1510137835.371,-0.097,-0.142,-2.594,0
1510137835.391,-0.075,-0.164,-2.841,0
1510137835.410,0.150,0.052,-3.200,0
1510137835.430,0.307,0.262,-3.529,0
1510137835.450,0.172,0.381,-3.596,0
1510137835.469,-0.112,0.000,-3.544,0
1510137835.489,-0.217,-0.344,-2.901,0
1510137835.509,-0.209,-0.344,-2.213,0
1510137835.529,-0.209,-0.396,-1.757,0
1510137835.548,-0.284,-0.531,-1.473,0
1510137835.568,-0.456,-0.538,-1.323,0
1510137835.588,-0.905,-0.598,-0.882,0
1510137835.607,-1.316,-0.942,-0.030,0
1510137835.627,-1.645,-1.316,1.069,0
1510137835.647,-1.346,-1.480,2.108,0
1510137835.667,-1.114,-1.465,2.781,0
1510137835.686,-0.950,-1.249,2.916,0
1510137835.706,-0.867,-1.159,2.594,0
1510137835.726,-0.875,-0.979,2.041,0
1510137835.745,-1.084,-0.905,1.219,0
1510137835.765,-1.219,-0.920,0.299,0
1510137835.785,-0.920,-0.807,-0.718,0
1510137835.804,-0.449,-0.396,-1.593,0
1510137835.824,-0.247,0.164,-2.422,0
1510137835.844,-0.097,0.576,-3.245,0
1510137835.864,-0.037,0.628,-3.866,1
1510137835.883,-0.262,0.441,-3.880,0
1510137835.903,-0.389,-0.097,-3.708,0
1510137835.923,-0.105,-0.157,-3.365,0
1510137835.942,-0.307,0.284,-2.781,0
1510137835.962,-0.284,0.680,-2.348,0
1510137835.982,0.194,0.860,-1.989,0
1510137836.002,0.426,0.912,-1.787,0
1510137836.021,0.456,0.800,-1.637,0
1510137836.041,0.209,0.322,-1.585,0
1510137836.061,0.000,-0.045,-1.630,0
1510137836.080,0.045,-0.179,-1.735,0
1510137836.100,0.097,0.164,-1.787,0
1510137836.120,0.359,0.591,-2.041,0
1510137836.139,0.441,0.763,-2.168,0
1510137836.159,0.329,0.867,-1.936,0
1510137836.179,0.194,0.748,-1.570,0
1510137836.199,0.254,0.464,-1.279,0
1510137836.218,0.187,0.269,-1.256,0
1510137836.238,0.172,0.045,-1.480,0
1510137836.258,0.090,-0.052,-1.757,0
1510137836.277,0.030,-0.015,-1.907,0
1510137836.297,0.067,0.060,-2.168,0
1510137836.317,0.120,0.232,-2.378,0
1510137836.337,0.284,0.546,-2.707,0
1510137836.356,0.404,0.822,-2.991,0
1510137836.376,0.426,0.770,-2.916,0
1510137836.396,0.456,0.755,-2.856,0
1510137836.415,0.366,0.568,-2.527,0
1510137836.435,0.209,0.187,-1.892,0
1510137836.455,0.172,-0.187,-1.428,0
1510137836.474,0.030,-0.516,-1.151,0
1510137836.494,-0.052,-0.598,-1.099,0
1510137836.514,0.015,-0.411,-1.436,0
1510137836.534,0.262,-0.336,-1.742,0
1510137836.553,0.292,-0.232,-1.877,0
1510137836.573,0.142,-0.209,-2.079,0
1510137836.593,0.082,-0.277,-2.056,0
1510137836.612,0.082,-0.419,-2.108,0
1510137836.632,0.090,-0.307,-2.318,0
1510137836.652,0.090,-0.366,-2.520,0
1510137836.672,0.217,-0.262,-2.684,0
1510137836.691,0.254,0.015,-3.043,0
1510137836.711,0.164,-0.082,-3.178,0
1510137836.731,0.105,-0.179,-3.357,0
1510137836.750,0.202,-0.067,-3.230,0
1510137836.770,0.164,0.067,-3.095,0
1510137836.790,0.187,0.120,-3.051,0
1510137836.809,0.232,0.082,-3.028,0
1510137836.829,0.202,-0.022,-2.894,0
1510137836.849,0.120,-0.060,-2.856,0
1510137836.869,0.015,-0.135,-3.088,0
1510137836.888,0.007,-0.105,-3.051,0
1510137836.908,0.112,-0.172,-3.148,0
1510137836.928,0.157,-0.209,-3.223,0
1510137836.947,0.224,-0.277,-3.290,0
1510137836.967,0.262,-0.292,-3.439,0
1510137836.987,0.037,-0.262,-3.275,0
1510137837.007,-0.127,-0.284,-3.073,0
1510137837.026,-0.150,-0.329,-3.028,0
1510137837.046,-0.052,-0.105,-3.080,0
1510137837.066,0.075,0.052,-3.402,0
1510137837.085,0.067,0.052,-3.544,0
1510137837.105,-0.045,-0.247,-3.178,0
1510137837.125,-0.217,-0.636,-2.759,2
1510137837.144,-0.217,-0.748,-2.161,0
1510137837.164,-0.194,-0.546,-1.622,0
1510137837.184,-0.105,-0.277,-1.600,0
1510137837.204,-0.022,-0.097,-1.697,0
1510137837.223,0.000,0.022,-1.899,0
1510137837.243,0.037,0.112,-2.146,0
1510137837.263,0.022,-0.090,-2.221,0
1510137837.282,0.022,-0.396,-2.295,0
1510137837.302,0.075,-0.359,-2.475,0
1510137837.322,-0.007,-0.434,-2.520,0
1510137837.342,-0.007,-0.531,-2.699,0
1510137837.361,0.022,-0.493,-2.811,0
1510137837.381,0.060,-0.060,-2.565,0
1510137837.401,0.150,0.374,-2.363,0
1510137837.420,0.127,0.284,-1.996,0
1510137837.440,-0.052,0.067,-1.600,0
1510137837.460,0.015,0.052,-1.600,0
1510137837.480,0.120,0.157,-1.578,0
1510137837.499,0.262,0.322,-1.548,0
1510137837.519,0.434,0.396,-1.690,0
1510137837.539,0.426,0.164,-1.951,0
1510137837.558,0.254,-0.411,-2.153,0
1510137837.578,0.441,-0.464,-2.729,0
1510137837.598,0.531,-0.396,-3.058,0
1510137837.617,0.606,-0.277,-2.864,3
1510137837.637,0.673,-0.157,-2.542,0
1510137837.657,0.710,-0.127,-2.101,0
1510137837.677,0.830,-0.082,-1.877,0
1510137837.696,0.935,0.112,-2.161,0
1510137837.716,0.957,0.456,-2.385,0
1510137837.736,1.017,0.748,-2.587,0
1510137837.755,1.032,0.867,-2.669,0
1510137837.775,1.136,0.793,-2.557,0
1510137837.795,1.189,0.643,-2.340,0
1510137837.815,1.226,0.359,-2.183,0
1510137837.834,1.039,0.135,-2.094,0
1510137837.854,0.688,0.090,-2.064,0
1510137837.874,0.583,0.007,-1.989,0
1510137837.893,0.665,0.090,-1.690,0
1510137837.913,0.740,0.105,-1.690,0
1510137837.933,0.770,0.269,-1.705,0
1510137837.952,0.628,0.665,-1.996,0
1510137837.972,0.538,0.845,-2.422,0
1510137837.992,0.314,0.718,-2.594,0
1510137838.012,0.269,0.404,-2.901,0
1510137838.031,0.045,-0.007,-3.036,0
1510137838.051,-0.202,-0.396,-2.923,0
1510137838.071,-0.164,-0.351,-3.163,0
1510137838.090,-0.037,-0.120,-3.439,0
1510137838.110,0.082,0.314,-3.350,0
1510137838.130,0.127,0.860,-2.856,4
1510137838.150,0.045,1.054,-1.697,0
1510137838.169,0.000,1.279,-0.307,0
1510137838.189,-0.007,1.338,1.092,0
1510137838.209,0.658,0.950,2.101,0
1510137838.228,0.785,0.232,2.183,0
1510137838.248,0.942,-0.045,1.772,0
1510137838.268,0.449,0.067,1.518,0
1510137838.287,0.127,0.277,0.905,0
1510137838.307,0.194,0.636,0.179,0
1510137838.327,0.172,1.122,-0.336,0
1510137838.347,0.247,1.578,-1.092,0
1510137838.366,0.202,1.869,-1.391,0
1510137838.386,0.277,2.041,-1.473,0
1510137838.406,0.179,1.989,-1.353,0
1510137838.425,0.037,1.787,-1.166,0
1510137838.445,-0.075,1.413,-0.733,0
1510137838.465,-0.164,0.979,-0.576,0
1510137838.485,-0.105,0.748,-0.449,0
1510137838.504,-0.037,0.643,-0.501,0
1510137838.524,0.015,0.920,-0.688,0
1510137838.544,-0.127,0.935,-0.523,0
1510137838.563,-0.097,0.636,-0.419,0
1510137838.583,-0.030,0.374,0.060,0
1510137838.603,0.426,0.179,0.957,0
1510137838.622,1.817,0.299,2.505,5
1510137838.642,1.884,0.755,4.329,0
1510137838.662,1.660,1.331,6.183,0
1510137838.682,1.226,2.131,8.038,0
1510137838.701,1.376,2.049,9.084,0
1510137838.721,1.585,1.518,9.279,0
1510137838.741,1.675,1.032,8.613,0
1510137838.760,1.383,0.471,7.125,0
1510137838.780,1.316,0.194,5.174,0
1510137838.800,1.136,0.471,3.424,0
1510137838.820,0.441,0.807,1.989,0
1510137838.839,-0.269,1.017,0.695,0
1510137838.859,-0.404,0.927,-0.404,0
1510137838.879,-0.366,0.785,-1.585,0
1510137838.898,-0.419,0.845,-2.654,0
1510137838.918,-0.613,1.024,-3.537,0
1510137838.938,-1.017,1.301,-3.866,0
1510137838.958,-1.533,1.166,-3.619,0
1510137838.977,-1.361,0.695,-3.148,0
1510137838.997,-0.404,0.396,-2.722,0
1510137839.017,0.097,0.142,-2.677,0
1510137839.036,0.224,0.202,-2.415,0
1510137839.056,0.239,0.052,-2.206,0
1510137839.076,0.105,-0.097,-2.153,0
1510137839.095,-0.052,-0.404,-2.198,0
1510137839.115,0.060,-0.613,-2.587,0
1510137839.135,0.052,-0.531,-3.140,0
1510137839.155,-0.247,-0.179,-3.178,0
1510137839.174,-0.254,0.157,-3.267,0
1510137839.194,-0.187,0.179,-3.208,0
1510137839.214,-0.030,0.007,-2.938,0
1510137839.233,0.037,0.007,-2.692,0
1510137839.253,0.090,-0.045,-2.609,0
1510137839.273,0.135,-0.464,-2.348,0
1510137839.293,0.067,-0.665,-2.108,0
1510137839.312,0.097,-0.837,-1.929,0
1510137839.332,0.150,-0.680,-1.750,0
1510137839.352,0.150,-0.591,-1.630,0
1510137839.371,0.142,-0.374,-1.652,0
1510137839.391,0.172,0.097,-1.705,0
1510137839.411,0.120,0.434,-1.712,0
1510137839.430,0.172,0.284,-1.809,0
1510137839.450,0.269,-0.120,-2.243,0
1510137839.470,0.336,-0.344,-3.051,0
1510137839.490,-0.015,-0.172,-3.679,0
1510137839.509,-0.142,-0.164,-4.471,0
1510137839.529,-0.187,-0.105,-5.181,0
1510137839.549,-0.209,0.090,-5.765,0
1510137839.568,-0.135,0.389,-6.011,0
1510137839.588,-0.060,0.389,-5.952,0
1510137839.608,0.030,0.187,-5.772,0
1510137839.628,-0.030,0.179,-5.675,0
1510137839.647,-0.150,0.224,-5.555,0
1510137839.667,-0.456,0.426,-5.368,0
1510137839.687,-0.576,0.314,-5.249,0
1510137839.706,-0.322,0.067,-5.189,0
1510137839.726,-0.187,0.037,-5.129,0
1510137839.746,-0.194,0.277,-5.181,0
1510137839.765,-0.209,0.449,-5.144,0
1510137839.785,-0.479,0.628,-5.024,0
1510137839.805,-0.598,0.576,-4.927,0
1510137839.825,-0.613,0.449,-4.628,0
1510137839.844,-0.164,0.232,-4.680,0
1510137839.864,-0.052,0.202,-4.441,0
1510137839.884,-0.075,0.224,-4.097,0
1510137839.903,-0.120,0.194,-3.783,0
1510137839.923,-0.082,0.022,-3.417,0
1510137839.943,-0.007,-0.232,-3.193,0
1510137839.963,-0.030,-0.284,-2.946,0
1510137839.982,-0.037,-0.329,-2.819,0
1510137840.002,-0.060,-0.366,-2.879,0
1510137840.022,-0.135,-0.336,-3.036,0
1510137840.041,-0.329,-0.217,-3.065,0
1510137840.061,-0.194,-0.135,-3.312,0
1510137840.081,0.000,-0.097,-3.439,0
1510137840.100,-0.135,-0.172,-3.290,0
1510137840.120,-0.247,-0.097,-3.215,0
1510137840.140,-0.366,0.030,-3.043,0
1510137840.160,-0.703,0.142,-2.766,0
1510137840.179,-0.389,0.157,-2.572,0
1510137840.199,-0.082,0.022,-2.355,0
1510137840.219,0.007,0.142,-2.348,0
1510137840.238,-0.090,-0.030,-2.497,0
1510137840.258,-0.217,-0.239,-2.505,0
1510137840.278,-0.172,-0.105,-2.654,0
1510137840.298,-0.015,-0.067,-2.841,0
1510137840.317,-0.030,0.202,-2.998,0
1510137840.337,-0.516,0.351,-3.073,0
1510137840.357,-0.763,0.157,-3.013,0
1510137840.376,-0.807,-0.299,-2.759,0
1510137840.396,-0.643,-0.718,-2.475,0
1510137840.416,-0.374,-0.740,-2.138,0
1510137840.435,-0.179,-0.508,-1.922,0
1510137840.455,-0.090,-0.344,-1.951,0
1510137840.475,-0.112,-0.157,-2.071,0
1510137840.495,-0.120,-0.090,-2.123,0
1510137840.514,-0.314,-0.434,-2.318,0
1510137840.534,-0.516,-0.658,-2.400,0
1510137840.554,-0.389,-0.770,-2.325,0
1510137840.573,-0.284,-0.822,-2.505,0
1510137840.593,-0.419,-0.688,-2.497,0
1510137840.613,-0.217,-0.247,-2.497,0
1510137840.633,0.075,-0.007,-2.535,0
1510137840.652,0.120,0.142,-2.303,0
1510137840.672,0.202,0.299,-2.318,0
1510137840.692,0.179,0.314,-2.587,0
1510137840.711,0.142,0.254,-2.894,0
1510137840.731,0.232,0.194,-3.275,0
1510137840.751,0.224,0.307,-3.357,0
1510137840.771,0.224,0.157,-3.260,0
1510137840.790,0.247,0.202,-3.043,0
1510137840.810,0.217,-0.105,-2.624,0
1510137840.830,0.224,-0.045,-2.206,0
1510137840.849,0.224,0.022,-1.989,0
1510137840.869,0.292,0.307,-1.877,0
1510137840.889,0.426,0.307,-2.064,0
1510137840.908,0.389,0.374,-2.422,0
1510137840.928,0.464,0.434,-2.535,0
1510137840.948,0.419,0.598,-2.422,0
1510137840.968,0.299,0.703,-2.041,0
1510137840.987,0.307,0.576,-1.802,0
1510137841.007,0.531,0.613,-1.622,0
1510137841.027,0.733,0.486,-1.622,0
1510137841.046,0.650,0.299,-1.907,0
1510137841.066,0.441,0.381,-2.310,0
1510137841.086,0.299,0.531,-2.475,0
1510137841.106,0.157,0.516,-2.295,0
1510137841.125,0.105,0.479,-2.019,0
