timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1510137834.540,54.688,-7.812,41.504,18.555,-27.832,0
1510137834.544,36.621,14.648,39.062,27.832,-54.199,0
1510137834.548,20.996,62.988,18.555,8.301,-60.547,0
1510137834.551,15.625,55.664,15.137,0.488,-29.785,0
1510137834.555,20.508,31.738,17.578,0.977,-37.109,0
1510137834.559,24.902,36.621,12.207,16.113,-28.320,0
1510137834.563,30.273,56.641,19.043,24.902,-33.203,0
1510137834.567,36.621,42.969,24.902,23.438,-5.859,0
1510137834.571,42.480,3.418,27.344,28.320,23.438,0
1510137834.575,59.082,8.301,39.551,40.527,12.695,0
1510137834.579,52.246,38.086,32.715,32.227,-8.789,0
1510137834.583,27.832,63.477,17.090,24.414,29.785,0
1510137834.587,42.969,50.293,16.113,19.531,52.734,0
1510137834.591,71.289,6.348,23.926,21.484,55.664,0
1510137834.594,39.062,22.461,26.855,25.879,53.223,0
1510137834.598,5.371,51.758,25.879,20.508,23.438,0
1510137834.602,8.789,57.129,24.414,18.066,59.082,0
1510137834.606,25.391,62.988,21.484,7.812,10.742,0
1510137834.610,36.621,36.133,20.996,-1.465,-17.578,0
1510137834.614,33.203,30.273,18.066,6.836,53.711,0
1510137834.618,23.438,58.105,21.484,16.113,61.035,0
1510137834.622,22.461,36.133,26.855,18.555,76.660,0
1510137834.626,28.320,25.391,26.367,16.113,89.355,0
1510137834.630,25.391,51.758,17.090,15.137,77.637,0
1510137834.634,26.855,51.270,14.160,12.207,77.637,0
1510137834.637,39.062,26.855,22.461,7.324,78.613,0
1510137834.641,40.527,4.883,32.227,29.297,103.516,0
1510137834.645,33.203,-2.441,37.598,33.691,115.723,0
1510137834.649,19.043,13.184,32.715,21.484,106.445,0
1510137834.653,11.230,45.898,32.227,26.367,89.844,0
1510137834.657,17.090,59.082,32.715,21.484,92.773,0
1510137834.661,22.461,18.555,36.621,24.414,101.074,0
1510137834.665,29.297,6.348,28.320,20.996,111.816,0
1510137834.669,27.344,47.852,18.555,5.371,125.488,0
1510137834.673,13.672,58.105,16.602,10.254,112.305,0
1510137834.676,11.230,55.664,12.207,11.719,132.812,0
1510137834.680,19.531,32.715,18.555,0.488,82.031,0
1510137834.684,14.648,-3.906,26.367,0.488,41.016,0
1510137834.688,12.207,20.996,26.367,1.953,110.840,0
1510137834.692,13.672,59.082,26.367,15.137,81.543,0
1510137834.696,8.789,65.430,25.391,15.137,70.312,0
1510137834.700,7.324,52.246,16.602,16.113,113.770,0
1510137834.704,29.297,35.645,20.996,32.715,106.445,0
1510137834.708,36.621,40.527,26.367,24.902,108.887,0
1510137834.712,25.391,31.738,20.996,15.137,63.965,0
1510137834.716,31.738,1.953,23.926,13.672,94.238,0
1510137834.719,42.480,0.488,23.438,14.160,137.695,0
1510137834.723,20.508,20.020,22.461,9.766,103.516,0
1510137834.727,17.578,9.766,27.344,23.926,133.789,0
1510137834.731,38.086,30.762,22.461,23.438,156.738,0
1510137834.735,21.973,59.570,14.160,3.906,161.133,0
1510137834.739,17.090,66.895,14.648,7.812,130.859,0
1510137834.743,19.043,65.430,9.277,-0.977,96.680,0
1510137834.747,21.973,41.992,11.719,3.906,138.184,0
1510137834.751,31.250,19.531,26.855,18.555,131.836,0
1510137834.755,48.340,20.508,38.086,21.973,71.289,0
1510137834.759,50.781,31.738,25.879,28.320,92.285,0
1510137834.762,41.016,42.969,15.625,22.949,113.281,0
1510137834.766,33.203,29.297,17.090,21.973,87.891,0
1510137834.770,34.668,1.953,24.902,20.020,86.914,0
1510137834.774,40.039,27.832,30.273,28.809,68.848,0
1510137834.778,43.945,60.547,32.227,32.715,70.312,0
1510137834.782,56.152,60.059,31.738,32.227,72.754,0
1510137834.786,62.012,61.035,30.273,31.250,78.613,0
1510137834.790,62.988,61.035,31.250,29.785,71.289,0
1510137834.794,39.551,39.062,30.273,33.691,43.945,0
1510137834.798,24.902,24.414,35.156,34.668,45.898,0
1510137834.801,33.691,13.184,33.203,30.273,61.035,0
1510137834.805,37.598,8.301,34.180,33.203,36.621,0
1510137834.809,42.969,22.461,45.898,43.457,55.176,0
1510137834.813,41.992,38.574,34.180,28.809,62.500,0
1510137834.817,47.852,16.602,28.809,15.625,4.883,0
1510137834.821,51.758,-15.137,40.039,34.668,40.039,0
1510137834.825,37.598,48.828,29.297,27.344,65.430,0
1510137834.829,37.109,105.957,16.113,7.324,32.715,0
1510137834.833,39.551,90.820,11.719,7.812,27.344,0
1510137834.837,29.785,71.289,15.625,16.602,55.664,0
1510137834.841,17.578,34.668,20.020,17.090,52.246,0
1510137834.844,24.902,-6.348,31.738,29.297,-20.020,0
1510137834.848,50.781,19.043,38.574,32.715,15.137,0
1510137834.852,38.574,53.711,25.879,19.043,86.426,0
1510137834.856,27.344,41.016,22.949,20.020,34.668,0
1510137834.860,42.480,31.738,29.785,27.832,10.254,0
1510137834.864,65.918,46.387,35.156,42.969,24.902,0
1510137834.868,55.664,48.340,33.691,35.156,59.570,0
1510137834.872,39.551,53.711,27.832,20.996,32.227,0
1510137834.876,48.340,62.988,29.297,18.555,32.715,0
1510137834.880,48.828,20.508,41.504,37.598,41.504,0
1510137834.884,51.758,-27.344,42.480,43.457,-0.977,0
1510137834.887,45.410,17.090,30.762,24.902,19.043,0
1510137834.891,49.805,64.941,34.668,37.109,-7.812,0
1510137834.895,57.129,63.965,32.227,31.738,-4.883,0
1510137834.899,61.035,32.715,20.020,6.348,43.945,0
1510137834.903,57.129,13.184,18.066,7.812,22.949,0
1510137834.907,37.598,43.945,22.461,17.578,22.461,0
1510137834.911,35.645,39.062,24.902,24.414,42.480,0
1510137834.915,41.992,-0.488,30.762,29.785,51.270,0
1510137834.919,46.875,18.555,29.297,23.438,52.734,0
1510137834.923,43.945,55.664,20.508,11.719,39.551,0
1510137834.926,59.570,64.453,18.555,8.301,62.012,0
1510137834.930,47.363,46.875,24.414,8.789,73.242,0
1510137834.934,3.418,42.480,23.438,4.395,43.457,0
1510137834.938,19.531,39.551,14.648,-1.465,79.102,0
1510137834.942,42.969,43.945,20.020,12.207,96.191,0
1510137834.946,22.949,56.641,28.320,25.879,68.359,0
1510137834.950,15.137,27.344,24.414,20.508,31.738,0
1510137834.954,35.156,-0.488,25.391,24.902,41.504,0
1510137834.958,45.898,16.602,28.809,27.344,84.473,0
1510137834.962,46.387,43.945,26.367,21.973,80.078,0
1510137834.966,41.992,49.316,27.344,23.438,73.242,0
1510137834.969,51.758,39.551,33.691,26.855,91.797,0
1510137834.973,46.387,23.926,36.621,27.832,103.516,0
1510137834.977,28.809,35.645,32.227,19.531,65.430,0
1510137834.981,35.156,45.898,39.062,25.879,49.316,0
1510137834.985,43.457,47.363,39.062,36.621,62.988,0
1510137834.989,51.758,32.715,33.203,42.969,80.078,0
