timestamps,X,Y,Z,Marker0
1512971324.065,0.329,0.598,-2.273,0
1512971324.085,0.479,0.606,-1.593,0
1512971324.104,0.636,0.733,-1.159,0
1512971324.124,0.755,0.935,-1.069,0
1512971324.144,0.710,0.957,-1.219,0
1512971324.164,0.568,0.807,-1.578,0
1512971324.183,0.381,0.531,-1.974,0
1512971324.203,0.179,0.187,-2.355,0
1512971324.223,0.075,0.075,-2.617,0
1512971324.242,0.112,0.135,-2.766,0
1512971324.262,0.127,0.135,-2.632,0
1512971324.282,0.209,0.351,-2.400,0
1512971324.302,0.329,0.419,-2.138,0
1512971324.321,0.329,0.441,-1.922,0
1512971324.341,0.269,0.262,-1.877,0
1512971324.361,0.127,0.157,-1.907,0
1512971324.380,0.142,0.239,-1.981,0
1512971324.400,0.239,0.441,-2.064,0
1512971324.420,0.404,0.583,-1.936,0
1512971324.439,0.493,0.613,-1.802,0
1512971324.459,0.479,0.591,-1.832,0
1512971324.479,0.464,0.531,-1.929,0
1512971324.499,0.322,0.479,-2.071,0
1512971324.518,0.254,0.374,-2.348,0
1512971324.538,0.202,0.247,-2.565,0
1512971324.558,0.150,0.194,-2.699,0
1512971324.577,0.164,0.127,-2.692,0
1512971324.597,0.194,0.097,-2.520,0
1512971324.617,0.254,0.157,-2.295,0
1512971324.637,0.239,0.209,-2.034,0
1512971324.656,0.254,0.314,-1.862,0
1512971324.676,0.336,0.359,-1.750,0
1512971324.696,0.322,0.381,-1.757,0
1512971324.715,0.359,0.411,-1.794,0
1512971324.735,0.374,0.374,-1.892,0
1512971324.755,0.314,0.329,-1.996,0
1512971324.775,0.277,0.336,-2.191,0
1512971324.794,0.194,0.224,-2.340,0
1512971324.814,0.172,0.239,-2.460,0
1512971324.834,0.164,0.194,-2.557,0
1512971324.853,0.127,0.179,-2.572,1
1512971324.873,0.135,0.247,-2.497,0
1512971324.893,0.254,0.299,-2.325,0
1512971324.913,0.351,0.322,-1.981,0
1512971324.932,0.411,0.396,-1.675,0
1512971324.952,0.449,0.419,-1.465,0
1512971324.972,0.374,0.247,-1.578,0
1512971324.991,0.284,-0.022,-1.794,0
1512971325.011,0.187,0.045,-2.183,0
1512971325.031,0.082,0.172,-2.572,0
1512971325.050,0.037,0.052,-2.692,0
1512971325.070,-0.045,-0.082,-2.662,0
1512971325.090,0.105,0.075,-2.437,0
1512971325.110,0.322,0.449,-2.064,0
1512971325.129,0.561,0.688,-1.854,0
1512971325.149,0.546,0.815,-1.720,0
1512971325.169,0.508,0.710,-1.637,0
1512971325.188,0.441,0.486,-1.772,0
1512971325.208,0.239,0.322,-1.936,0
1512971325.228,0.120,0.194,-2.123,0
1512971325.248,0.172,0.187,-2.303,0
1512971325.267,0.164,0.217,-2.422,0
1512971325.287,0.067,0.030,-2.393,0
1512971325.307,-0.030,-0.120,-2.183,0
1512971325.326,-0.045,-0.112,-2.295,0
1512971325.346,-0.030,-0.067,-2.437,0
1512971325.366,0.007,-0.045,-2.460,0
1512971325.386,-0.060,0.075,-2.400,0
1512971325.405,-0.022,0.157,-2.176,0
1512971325.425,0.082,0.277,-1.817,0
1512971325.445,0.232,0.322,-1.533,0
1512971325.464,0.329,0.381,-1.391,0
1512971325.484,0.404,0.396,-1.503,0
1512971325.504,0.307,0.359,-1.765,0
1512971325.523,0.179,0.292,-2.206,0
1512971325.543,0.097,0.164,-2.632,0
1512971325.563,0.075,0.090,-2.826,0
1512971325.583,0.097,0.067,-2.901,0
1512971325.602,0.135,0.172,-2.879,0
1512971325.622,0.157,0.164,-2.669,0
1512971325.642,0.209,0.247,-2.490,0
1512971325.661,0.262,0.269,-2.221,0
1512971325.681,0.224,0.224,-2.004,0
1512971325.701,0.247,0.224,-1.892,0
1512971325.721,0.217,0.232,-1.862,0
1512971325.740,0.142,0.187,-1.884,0
1512971325.760,0.142,0.135,-2.041,0
1512971325.780,0.060,0.052,-2.228,0
1512971325.799,0.090,0.052,-2.363,0
