timestamps,X,Y,Z,Marker0
1512883179.098,-0.660,0.751,0.111,0
1512883179.118,-0.661,0.752,0.111,0
1512883179.138,-0.662,0.752,0.110,0
1512883179.157,-0.662,0.751,0.111,0
1512883179.177,-0.662,0.751,0.110,0
1512883179.197,-0.661,0.751,0.111,0
1512883179.216,-0.661,0.751,0.111,0
1512883179.236,-0.660,0.751,0.111,0
1512883179.256,-0.660,0.751,0.111,0
1512883179.275,-0.660,0.751,0.112,0
1512883179.295,-0.662,0.751,0.110,0
1512883179.315,-0.661,0.752,0.111,0
1512883179.335,-0.663,0.752,0.111,0
1512883179.354,-0.660,0.751,0.112,0
1512883179.374,-0.660,0.751,0.111,0
1512883179.394,-0.660,0.751,0.111,0
1512883179.413,-0.659,0.751,0.111,0
1512883179.433,-0.660,0.751,0.111,0
1512883179.453,-0.662,0.752,0.111,0
1512883179.472,-0.662,0.752,0.111,0
1512883179.492,-0.662,0.752,0.111,0
1512883179.512,-0.659,0.751,0.110,0
1512883179.532,-0.660,0.751,0.111,0
1512883179.551,-0.661,0.752,0.111,0
1512883179.571,-0.662,0.752,0.111,0
1512883179.591,-0.661,0.752,0.111,0
1512883179.610,-0.662,0.752,0.111,0
1512883179.630,-0.662,0.752,0.111,0
1512883179.650,-0.661,0.749,0.111,0
1512883179.669,-0.660,0.751,0.112,0
1512883179.689,-0.661,0.751,0.111,0
1512883179.709,-0.663,0.752,0.112,0
1512883179.729,-0.661,0.752,0.112,0
1512883179.748,-0.659,0.751,0.113,0
1512883179.768,-0.660,0.751,0.111,0
1512883179.788,-0.659,0.752,0.112,0
1512883179.807,-0.658,0.751,0.112,0
1512883179.827,-0.662,0.753,0.110,0
1512883179.847,-0.662,0.754,0.110,0
1512883179.867,-0.662,0.752,0.111,0
1512883179.886,-0.664,0.753,0.111,0
1512883179.906,-0.660,0.752,0.113,0
1512883179.926,-0.657,0.750,0.112,0
1512883179.945,-0.656,0.750,0.113,0
1512883179.965,-0.658,0.748,0.115,0
1512883179.985,-0.660,0.750,0.111,0
1512883180.004,-0.663,0.754,0.111,0
1512883180.024,-0.664,0.756,0.111,0
1512883180.044,-0.664,0.755,0.110,0
1512883180.064,-0.660,0.753,0.111,0
1512883180.083,-0.658,0.751,0.112,0
1512883180.103,-0.657,0.751,0.112,0
1512883180.123,-0.658,0.752,0.112,0
1512883180.142,-0.659,0.752,0.111,0
1512883180.162,-0.662,0.753,0.111,0
