timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1512870028.373,-2.441,18.066,48.828,101.074,154.785,0
1512870028.377,9.277,2.930,155.762,28.320,182.129,0
1512870028.381,23.926,23.438,83.496,24.902,229.980,0
1512870028.385,17.090,38.574,-20.020,62.500,229.492,0
1512870028.389,7.324,4.395,35.645,68.359,202.637,0
1512870028.393,14.160,19.043,29.785,68.848,221.680,0
1512870028.397,41.016,41.016,9.277,97.656,249.512,0
1512870028.400,55.176,34.180,35.645,113.281,274.902,0
1512870028.404,44.434,25.879,79.102,67.383,256.348,0
1512870028.408,-40.527,13.672,92.773,-10.254,242.188,0
1512870028.412,-37.109,9.766,61.523,-6.348,276.367,0
1512870028.416,33.691,19.043,42.480,31.250,294.922,0
1512870028.420,10.742,14.160,96.191,36.133,308.594,0
1512870028.424,-34.180,-24.414,163.086,50.293,321.289,0
1512870028.428,12.695,-1.953,41.504,88.379,333.496,0
1512870028.432,30.762,50.293,-10.742,74.707,312.988,0
1512870028.436,10.742,30.762,88.867,67.383,270.508,0
1512870028.440,22.949,8.301,100.586,84.473,291.016,0
1512870028.443,29.785,26.855,17.578,88.379,298.828,0
1512870028.447,30.762,35.645,25.391,101.562,246.094,0
1512870028.451,32.715,21.484,32.715,78.125,226.562,0
1512870028.455,32.715,28.320,-4.883,70.312,236.328,0
1512870028.459,-12.207,16.113,57.129,52.734,237.305,0
1512870028.463,-11.230,20.020,20.020,31.250,245.605,0
1512870028.467,16.113,19.043,7.812,39.551,229.492,0
1512870028.471,-5.371,-15.137,81.543,53.711,228.027,0
1512870028.475,-10.254,-22.949,83.984,31.250,207.520,0
1512870028.479,13.184,1.953,95.703,27.344,193.848,0
1512870028.482,50.293,32.715,23.438,72.266,186.035,0
1512870028.486,55.664,20.020,-8.301,85.449,181.641,0
1512870028.490,26.367,17.578,63.477,65.430,158.203,0
1512870028.494,23.926,33.691,34.668,56.152,141.602,0
1512870028.498,11.719,4.883,105.957,41.504,168.457,0
1512870028.502,25.391,-39.062,164.551,-8.789,179.688,0
1512870028.506,57.129,-5.371,65.918,7.324,179.688,0
1512870028.510,40.527,36.133,89.844,17.090,175.293,0
1512870028.514,-6.836,6.836,170.410,-39.551,179.199,0
1512870028.518,36.621,16.113,56.641,9.277,195.801,0
1512870028.522,80.566,47.852,-46.387,43.457,216.309,0
1512870028.525,60.059,55.176,2.441,32.227,199.707,0
1512870028.529,106.445,35.156,-0.488,74.219,190.918,0
1512870028.533,98.633,6.348,44.434,101.074,199.219,0
1512870028.537,21.973,-1.953,108.398,81.543,195.312,0
1512870028.541,24.902,-12.695,134.766,40.039,207.520,0
1512870028.545,110.352,9.277,-16.602,124.023,214.844,0
1512870028.549,108.887,11.719,21.973,130.371,229.004,0
1512870028.553,85.449,14.160,82.520,73.730,246.582,0
1512870028.557,61.523,11.719,121.094,65.430,235.352,0
1512870028.561,87.891,17.578,40.527,86.426,229.004,0
1512870028.565,43.457,17.578,35.645,73.242,234.375,0
1512870028.568,-8.301,10.254,123.047,55.664,207.031,0
