timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1483453773.938,43.945,49.805,37.598,56.152,-9.766,0
1483453773.942,36.621,48.828,36.133,47.852,-20.020,0
1483453773.946,26.855,46.875,41.504,38.574,33.691,0
1483453773.950,28.809,51.270,48.340,43.457,2.930,0
1483453773.954,23.926,48.340,52.246,33.691,-50.293,0
1483453773.958,19.531,48.340,56.641,33.691,-52.246,0
1483453773.962,27.832,50.781,55.176,42.480,-22.949,0
1483453773.966,33.203,49.316,56.641,39.551,-37.598,0
1483453773.970,30.762,48.340,47.363,34.668,-18.066,0
1483453773.974,27.832,47.363,40.039,38.574,-3.418,0
1483453773.977,29.297,47.363,39.062,38.574,-47.363,0
1483453773.981,31.738,49.316,37.598,32.715,-63.965,0
1483453773.985,36.621,49.805,32.715,36.133,0.488,0
1483453773.989,41.016,45.410,28.809,44.434,14.648,0
1483453773.993,40.527,44.922,25.391,41.992,4.395,0
1483453773.997,41.992,42.969,37.109,35.645,8.301,0
1483453774.001,46.387,43.457,56.152,40.039,-16.602,0
1483453774.005,47.363,44.922,51.270,48.340,20.996,0
1483453774.009,41.992,39.062,47.852,42.969,67.871,0
1483453774.013,40.039,40.039,50.781,40.527,42.480,0
1483453774.017,40.527,41.992,45.898,43.945,22.949,0
1483453774.020,38.574,36.621,21.973,38.086,44.922,0
1483453774.024,20.508,38.086,5.859,34.668,37.109,0
1483453774.028,-13.184,40.527,4.883,31.738,-11.719,0
1483453774.032,-37.109,37.109,-0.977,26.855,-6.348,0
1483453774.036,-38.574,38.574,3.906,37.109,-19.043,0
1483453774.040,-31.738,41.992,7.812,46.875,-71.777,0
1483453774.044,-29.297,37.598,13.672,38.574,-21.973,0
1483453774.048,-19.531,34.668,31.738,36.133,23.926,0
1483453774.052,-6.348,38.574,26.367,43.945,-16.602,0
1483453774.056,-1.953,40.039,14.648,45.410,-44.434,0
1483453774.060,-0.977,37.109,31.738,43.945,-2.930,0
1483453774.063,3.906,40.527,34.180,47.363,25.879,0
1483453774.067,13.184,43.945,26.367,45.898,9.277,0
1483453774.071,14.648,40.039,28.809,46.875,-28.320,0
1483453774.075,13.184,38.086,26.367,48.340,-45.898,0
1483453774.079,19.043,39.062,21.484,49.316,0.977,0
1483453774.083,29.785,39.062,25.391,55.176,17.090,0
1483453774.087,28.809,37.598,23.926,50.293,20.508,0
1483453774.091,20.508,35.645,19.531,42.969,-40.039,0
1483453774.095,19.043,35.645,22.461,45.898,-36.621,0
1483453774.099,24.414,34.180,25.391,42.480,-1.465,0
1483453774.102,28.320,33.203,25.879,40.527,-9.277,0
1483453774.106,29.297,33.691,22.949,46.387,-5.859,0
1483453774.110,27.344,30.762,19.531,43.457,-8.789,0
1483453774.114,25.391,26.855,22.461,35.645,41.016,0
1483453774.118,23.438,25.391,20.508,33.203,40.527,0
1483453774.122,26.367,25.879,20.996,31.738,19.043,0
1483453774.126,30.762,27.344,22.461,27.832,22.461,0
1483453774.130,32.715,30.273,12.695,31.250,-1.465,0
1483453774.134,33.203,28.809,14.648,35.645,17.090,0
1483453774.138,31.738,23.926,28.809,35.645,-11.230,0
1483453774.142,29.297,20.996,46.875,33.203,-36.133,0
1483453774.145,33.691,23.926,52.246,35.156,27.344,0
1483453774.149,40.039,25.879,47.852,45.410,21.973,0
1483453774.153,37.598,21.973,53.223,49.316,8.301,0
1483453774.157,41.504,18.555,58.594,52.246,59.082,0
1483453774.161,42.480,21.973,44.922,54.199,41.016,0
1483453774.165,38.086,23.438,45.898,51.270,29.785,0
1483453774.169,39.551,21.973,59.570,52.734,18.066,0
1483453774.173,43.457,26.367,52.246,56.152,6.836,0
1483453774.177,39.062,26.855,57.617,57.129,-7.324,0
1483453774.181,36.133,23.438,63.477,52.734,8.301,0
1483453774.185,36.621,21.484,56.152,46.387,50.293,0
1483453774.188,36.133,24.414,50.781,45.410,23.438,0
1483453774.192,37.598,29.297,39.062,46.387,31.250,0
1483453774.196,36.133,32.715,33.203,44.434,38.574,0
1483453774.200,31.250,29.785,53.223,34.668,3.906,0
1483453774.204,30.762,27.344,66.895,28.809,14.648,0
1483453774.208,31.250,25.391,59.570,35.645,4.395,0
1483453774.212,33.691,26.367,53.711,38.086,22.949,0
1483453774.216,41.016,31.738,47.852,41.504,61.523,0
1483453774.220,41.016,31.250,44.922,41.992,17.090,0
1483453774.224,41.504,31.250,44.922,39.551,-12.695,0
1483453774.227,44.922,31.250,47.363,39.062,0.000,0
1483453774.231,38.574,25.879,49.805,35.645,10.742,0
1483453774.235,36.133,23.926,41.504,36.621,26.367,0
1483453774.239,43.457,27.832,47.852,46.875,47.363,0
1483453774.243,41.992,28.320,50.293,49.316,38.086,0
1483453774.247,33.203,28.320,57.617,43.945,18.555,0
1483453774.251,38.574,28.320,50.293,38.574,7.812,0
1483453774.255,43.945,27.832,30.762,32.715,15.625,0
1483453774.259,44.434,26.855,50.781,36.621,17.578,0
1483453774.263,46.875,29.297,56.641,48.340,20.508,0
1483453774.267,41.992,30.273,47.363,46.875,63.477,0
1483453774.270,43.457,28.809,43.945,40.527,100.586,0
1483453774.274,48.828,26.367,41.992,45.410,19.531,0
1483453774.278,51.270,26.367,38.574,51.270,10.254,0
1483453774.282,47.363,26.367,36.133,50.293,39.551,0
1483453774.286,45.410,28.809,43.945,46.875,-25.879,0
1483453774.290,44.434,28.320,51.758,41.992,10.742,0
1483453774.294,41.504,28.320,43.945,46.387,41.992,0
1483453774.298,40.039,28.809,30.762,47.852,8.301,0
1483453774.302,41.504,24.902,40.039,43.945,28.809,0
1483453774.306,44.434,24.902,30.273,41.504,29.785,0
1483453774.310,32.715,22.461,25.391,38.086,11.719,0
1483453774.313,32.715,23.926,45.898,43.457,16.113,0
1483453774.317,45.410,24.902,58.594,48.828,5.859,0
1483453774.321,40.039,20.508,59.570,43.945,-17.578,0
1483453774.325,41.504,22.949,55.176,42.969,26.855,0
1483453774.329,51.270,26.367,51.758,54.688,31.250,0
1483453774.333,53.223,25.391,34.180,63.477,-7.324,0
1483453774.337,50.781,24.902,35.645,59.082,24.414,0
1483453774.341,51.270,27.344,49.805,50.781,4.883,0
1483453774.345,54.199,29.297,62.500,49.805,-30.762,0
1483453774.349,53.711,27.832,63.477,52.734,-46.387,0
1483453774.352,46.875,27.344,44.434,52.734,-1.465,0
1483453774.356,43.945,30.762,41.504,49.805,54.199,0
1483453774.360,49.316,34.180,43.945,47.852,37.598,0
1483453774.364,49.316,32.715,44.434,54.199,0.488,0
1483453774.368,44.922,27.344,51.270,53.711,32.227,0
1483453774.372,40.527,23.926,38.574,50.293,11.230,0
1483453774.376,40.527,20.996,36.621,49.316,7.812,0
1483453774.380,49.316,22.461,44.434,52.734,63.965,0
1483453774.384,54.688,27.344,43.457,54.199,15.137,0
1483453774.388,56.152,28.320,47.363,55.664,-17.090,0
1483453774.392,55.664,27.344,47.363,57.129,17.578,0
1483453774.395,53.711,27.832,36.133,51.758,63.477,0
1483453774.399,52.734,29.785,33.203,48.828,41.016,0
1483453774.403,51.758,27.832,43.945,48.828,4.395,0
1483453774.407,48.340,24.902,45.410,49.316,17.090,0
1483453774.411,48.340,25.391,39.062,48.340,36.133,0
1483453774.415,49.805,27.344,36.133,48.828,-12.695,0
1483453774.419,46.387,21.484,41.504,42.969,-1.465,0
1483453774.423,42.969,18.555,36.621,32.715,-1.465,0
1483453774.427,44.922,20.020,23.438,34.668,36.621,0
1483453774.431,47.852,20.020,34.668,37.598,69.824,0
1483453774.435,39.062,18.066,40.039,31.250,13.672,0
1483453774.438,32.715,14.648,34.180,28.320,-12.695,0
1483453774.442,37.598,15.137,36.621,30.762,27.344,0
1483453774.446,29.297,16.113,37.598,24.902,24.414,0
1483453774.450,13.672,17.090,35.156,20.508,-16.113,0
1483453774.454,12.207,15.625,33.203,23.438,23.926,0
1483453774.458,14.160,11.230,44.434,19.531,32.715,0
1483453774.462,16.602,13.184,31.250,15.137,10.742,0
1483453774.466,18.066,13.184,7.324,19.043,-20.996,0
1483453774.470,22.461,10.742,21.973,21.484,19.531,0
1483453774.474,22.949,11.719,36.133,28.809,56.641,0
1483453774.477,20.996,11.230,37.598,34.668,75.195,0
1483453774.481,27.832,10.254,35.645,30.273,36.133,0
1483453774.485,33.691,13.672,39.062,29.297,16.113,0
