timestamps,X,Y,Z,Marker0
1505808951.905,-0.906,0.377,-0.180,0
1505808951.925,-0.905,0.375,-0.180,0
1505808951.945,-0.904,0.375,-0.179,0
1505808951.964,-0.906,0.375,-0.179,0
1505808951.984,-0.905,0.377,-0.179,0
1505808952.004,-0.908,0.376,-0.178,0
1505808952.024,-0.907,0.375,-0.177,0
1505808952.043,-0.908,0.377,-0.181,0
1505808952.063,-0.908,0.375,-0.177,0
1505808952.083,-0.906,0.373,-0.177,0
1505808952.102,-0.907,0.372,-0.179,0
1505808952.122,-0.905,0.373,-0.180,0
1505808952.142,-0.908,0.373,-0.179,0
1505808952.162,-0.911,0.373,-0.182,0
1505808952.181,-0.906,0.376,-0.182,0
1505808952.201,-0.905,0.376,-0.180,0
1505808952.221,-0.901,0.377,-0.179,0
1505808952.240,-0.908,0.377,-0.175,0
1505808952.260,-0.905,0.377,-0.178,0
1505808952.280,-0.905,0.380,-0.178,0
1505808952.300,-0.906,0.377,-0.179,0
1505808952.319,-0.908,0.375,-0.180,0
1505808952.339,-0.910,0.378,-0.182,0
1505808952.359,-0.908,0.377,-0.181,0
1505808952.378,-0.906,0.374,-0.178,0
1505808952.398,-0.904,0.375,-0.179,0
1505808952.418,-0.901,0.375,-0.177,0
1505808952.437,-0.903,0.375,-0.177,0
1505808952.457,-0.907,0.376,-0.180,0
1505808952.477,-0.908,0.376,-0.183,0
1505808952.497,-0.910,0.379,-0.185,0
1505808952.516,-0.908,0.378,-0.181,0
1505808952.536,-0.906,0.376,-0.177,0
1505808952.556,-0.903,0.376,-0.176,0
1505808952.575,-0.903,0.377,-0.177,0
1505808952.595,-0.903,0.377,-0.176,0
1505808952.615,-0.905,0.375,-0.177,0
1505808952.635,-0.908,0.377,-0.181,0
1505808952.654,-0.909,0.379,-0.182,0
1505808952.674,-0.909,0.376,-0.181,0
1505808952.694,-0.907,0.376,-0.179,0
1505808952.713,-0.907,0.375,-0.179,0
1505808952.733,-0.904,0.374,-0.178,0
1505808952.753,-0.901,0.373,-0.177,0
1505808952.772,-0.903,0.377,-0.181,0
1505808952.792,-0.908,0.377,-0.178,0
1505808952.812,-0.909,0.378,-0.180,0
1505808952.832,-0.906,0.378,-0.181,0
1505808952.851,-0.905,0.378,-0.178,0
1505808952.871,-0.905,0.377,-0.178,0
1505808952.891,-0.905,0.377,-0.179,0
1505808952.910,-0.908,0.377,-0.179,0
1505808952.930,-0.909,0.375,-0.181,0
1505808952.950,-0.908,0.372,-0.177,0
1505808952.970,-0.905,0.376,-0.181,0
1505808952.989,-0.902,0.377,-0.182,0
1505808953.009,-0.901,0.375,-0.179,0
1505808953.029,-0.907,0.377,-0.179,0
1505808953.048,-0.908,0.380,-0.181,0
1505808953.068,-0.906,0.381,-0.178,0
1505808953.088,-0.903,0.377,-0.175,0
1505808953.108,-0.905,0.376,-0.178,0
1505808953.127,-0.907,0.377,-0.180,0
1505808953.147,-0.911,0.375,-0.181,0
1505808953.167,-0.910,0.374,-0.182,0
