timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1505808948.237,4.883,23.926,2.930,38.574,97.656,0
1505808948.241,-6.348,15.625,12.695,26.367,84.473,0
1505808948.245,-0.977,17.090,22.949,33.691,82.031,0
1505808948.249,5.371,39.551,14.160,49.316,110.840,0
1505808948.252,2.930,35.645,8.301,48.340,99.121,0
1505808948.256,-2.441,27.344,12.695,39.062,95.703,0
1505808948.260,8.301,52.734,12.207,43.945,97.656,0
1505808948.264,7.324,49.805,26.855,44.434,93.750,0
1505808948.268,-1.465,33.691,34.668,35.645,89.844,0
1505808948.272,-0.488,52.246,29.297,31.738,74.219,0
1505808948.276,-6.348,47.363,37.598,29.785,66.895,0
1505808948.280,-11.719,20.996,32.715,33.691,74.707,0
1505808948.284,1.953,40.039,31.250,43.945,65.430,0
1505808948.288,6.348,69.824,45.898,39.062,48.828,0
1505808948.292,4.883,72.266,46.387,35.156,99.609,0
1505808948.295,-9.766,41.992,30.762,27.344,125.488,0
1505808948.299,-5.371,30.762,25.391,34.668,67.383,0
1505808948.303,11.230,39.062,39.551,51.758,62.500,0
1505808948.307,6.348,46.875,47.852,49.316,90.820,0
1505808948.311,8.301,56.152,30.273,46.875,87.891,0
1505808948.315,1.465,60.547,39.551,40.527,85.938,0
1505808948.319,2.930,73.242,79.590,45.410,72.266,0
1505808948.323,12.695,71.777,82.031,59.570,83.496,0
1505808948.327,-10.742,49.316,62.988,51.758,104.980,0
1505808948.331,-0.977,55.176,63.477,62.012,76.660,0
1505808948.335,10.254,54.199,57.617,65.430,36.621,0
1505808948.338,11.230,46.387,31.250,61.523,37.598,0
1505808948.342,21.973,45.898,39.551,61.523,42.480,0
1505808948.346,26.855,41.016,55.664,63.965,46.875,0
1505808948.350,24.414,39.062,45.410,60.547,67.871,0
1505808948.354,10.742,43.945,52.734,48.340,66.406,0
1505808948.358,1.953,63.477,45.410,41.992,68.359,0
1505808948.362,29.297,78.613,35.645,57.617,49.316,0
1505808948.366,49.805,99.121,39.551,73.242,56.152,0
1505808948.370,41.016,87.891,41.504,61.035,81.055,0
1505808948.374,46.387,77.637,45.410,57.129,56.152,0
1505808948.377,60.547,96.680,56.152,74.707,43.945,0
1505808948.381,47.852,80.566,49.316,63.477,59.082,0
1505808948.385,45.410,58.594,36.133,52.246,63.965,0
1505808948.389,39.551,58.594,26.367,48.828,39.551,0
1505808948.393,34.668,50.781,22.461,42.969,69.336,0
1505808948.397,46.875,45.410,28.320,54.199,84.473,0
1505808948.401,48.340,44.434,38.086,55.176,59.082,0
1505808948.405,49.316,74.219,40.527,47.852,64.453,0
1505808948.409,51.758,81.543,40.039,47.852,67.383,0
1505808948.413,50.293,68.848,47.363,47.363,62.500,0
1505808948.417,31.250,62.988,44.434,34.180,61.035,0
1505808948.420,26.367,52.246,19.531,31.738,80.566,0
1505808948.424,32.715,39.062,10.742,30.762,79.590,0
1505808948.428,21.484,42.969,43.945,27.832,62.988,0
1505808948.432,16.113,61.035,70.801,26.855,63.477,0
1505808948.436,13.672,58.594,68.848,19.043,69.824,0
1505808948.440,-1.465,55.176,52.734,10.742,94.238,0
1505808948.444,-9.277,48.340,33.691,11.230,92.773,0
1505808948.448,-7.324,41.992,43.457,25.879,83.496,0
1505808948.452,-2.930,26.855,54.688,38.574,67.383,0
1505808948.456,0.488,1.953,43.945,35.645,58.594,0
