timestamps,X,Y,Z,Marker0
1508233031.980,0.411,-0.329,-1.907,0
1508233032.000,0.411,-0.336,-1.907,0
1508233032.020,0.523,-0.224,-1.974,0
1508233032.039,0.591,-0.157,-2.191,0
1508233032.059,0.665,-0.187,-2.467,0
1508233032.079,0.643,-0.262,-2.654,0
1508233032.099,0.568,-0.254,-2.879,1
1508233032.118,0.598,-0.247,-3.021,0
1508233032.138,0.673,-0.142,-2.953,0
1508233032.158,0.680,-0.127,-2.871,0
1508233032.177,0.583,-0.194,-2.804,0
1508233032.197,0.531,-0.366,-2.572,0
1508233032.217,0.508,-0.366,-2.183,0
1508233032.236,0.516,-0.247,-2.176,0
1508233032.256,0.583,-0.120,-2.430,0
1508233032.276,0.568,-0.202,-2.654,0
1508233032.296,0.501,-0.419,-2.490,0
1508233032.315,0.471,-0.546,-2.251,0
1508233032.335,0.493,-0.299,-2.318,0
1508233032.355,0.583,0.127,-2.699,0
1508233032.374,0.643,0.045,-2.976,0
1508233032.394,0.636,-0.254,-3.163,0
1508233032.414,0.434,-0.366,-3.185,0
1508233032.434,0.404,-0.374,-3.312,0
1508233032.453,0.449,-0.209,-3.342,0
1508233032.473,0.613,0.060,-3.372,0
1508233032.493,0.613,-0.015,-3.252,0
1508233032.512,0.591,-0.284,-2.983,0
1508233032.532,0.516,-0.464,-2.811,0
1508233032.552,0.479,-0.531,-2.677,0
1508233032.571,0.479,-0.553,-2.632,0
1508233032.591,0.449,-0.523,-2.737,0
1508233032.611,0.493,-0.404,-2.856,0
1508233032.631,0.508,-0.411,-2.789,0
1508233032.650,0.561,-0.396,-2.826,0
1508233032.670,0.598,-0.224,-2.789,0
1508233032.690,0.606,-0.067,-2.729,0
1508233032.709,0.598,-0.164,-2.699,0
1508233032.729,0.628,-0.224,-2.737,0
1508233032.749,0.591,-0.292,-2.722,0
1508233032.769,0.501,-0.307,-2.669,0
1508233032.788,0.441,-0.209,-2.512,0
1508233032.808,0.441,-0.090,-2.363,0
1508233032.828,0.479,0.000,-2.251,0
1508233032.847,0.464,-0.067,-2.348,0
1508233032.867,0.516,-0.075,-2.460,0
1508233032.887,0.456,-0.135,-2.497,0
1508233032.906,0.508,-0.157,-2.452,0
1508233032.926,0.576,-0.164,-2.460,0
1508233032.946,0.673,-0.172,-2.520,0
1508233032.966,0.636,-0.179,-2.572,0
1508233032.985,0.673,-0.202,-2.707,0
1508233033.005,0.568,-0.247,-2.923,0
1508233033.025,0.621,-0.179,-2.916,0
1508233033.044,0.628,-0.209,-2.938,0
1508233033.064,0.643,-0.217,-2.796,0
1508233033.084,0.606,-0.135,-2.565,0
1508233033.104,0.636,-0.097,-2.467,0
1508233033.123,0.546,-0.135,-2.228,0
1508233033.143,0.531,-0.277,-2.019,0
1508233033.163,0.583,-0.150,-2.071,0
1508233033.182,0.628,0.045,-2.385,0
1508233033.202,0.553,-0.030,-2.677,0
1508233033.222,0.516,-0.224,-2.565,0
1508233033.241,0.508,-0.202,-2.280,0
1508233033.261,0.516,-0.217,-2.303,0
1508233033.281,0.606,-0.157,-2.542,0
1508233033.301,0.680,-0.097,-2.781,0
1508233033.320,0.695,-0.202,-3.133,0
1508233033.340,0.665,-0.217,-3.566,0
1508233033.360,0.650,-0.217,-3.761,2
1508233033.379,0.733,-0.067,-3.716,0
1508233033.399,0.778,0.097,-3.365,0
1508233033.419,0.785,0.179,-2.931,0
1508233033.439,0.830,0.135,-2.520,0
1508233033.458,0.822,0.179,-2.191,0
1508233033.478,0.770,0.150,-1.922,0
1508233033.498,0.688,0.209,-1.712,0
1508233033.517,0.606,0.179,-1.697,0
1508233033.537,0.538,0.030,-1.682,0
1508233033.557,0.501,-0.007,-1.533,0
1508233033.576,0.516,-0.082,-1.428,0
1508233033.596,0.553,-0.037,-1.593,0
1508233033.616,0.621,0.105,-2.064,0
1508233033.636,0.680,0.217,-2.572,0
1508233033.655,0.748,0.224,-2.938,0
1508233033.675,0.695,0.142,-2.991,0
1508233033.695,0.665,0.037,-2.826,0
1508233033.714,0.673,-0.112,-2.587,0
1508233033.734,0.733,-0.052,-2.490,0
1508233033.754,0.778,-0.030,-2.333,0
1508233033.774,0.673,0.000,-2.251,0
1508233033.793,0.665,-0.030,-2.221,0
1508233033.813,0.643,-0.120,-2.303,0
1508233033.833,0.680,-0.082,-2.318,0
1508233033.852,0.688,-0.067,-2.355,3
1508233033.872,0.636,-0.097,-2.430,0
1508233033.892,0.628,-0.127,-2.318,0
1508233033.911,0.658,-0.142,-2.258,0
1508233033.931,0.665,-0.082,-2.258,0
1508233033.951,0.658,-0.052,-2.213,0
1508233033.971,0.643,-0.037,-2.258,0
1508233033.990,0.770,-0.060,-2.408,0
1508233034.010,0.673,-0.075,-2.430,0
1508233034.030,0.628,-0.202,-2.572,0
1508233034.049,0.703,-0.052,-2.602,0
1508233034.069,0.793,0.232,-2.699,0
1508233034.089,0.613,0.164,-2.512,0
1508233034.109,0.568,-0.217,-2.221,0
1508233034.128,0.531,-0.561,-2.243,0
1508233034.148,0.553,-0.553,-2.415,0
1508233034.168,0.546,-0.254,-2.617,0
1508233034.187,0.621,0.135,-2.617,0
1508233034.207,0.613,0.120,-2.520,0
1508233034.227,0.636,-0.045,-2.348,0
1508233034.246,0.643,-0.239,-2.094,0
1508233034.266,0.688,-0.247,-1.951,0
1508233034.286,0.650,-0.239,-1.839,0
1508233034.306,0.583,-0.209,-1.922,0
1508233034.325,0.636,-0.172,-2.011,0
1508233034.345,0.793,-0.075,-2.108,0
1508233034.365,0.763,0.052,-2.348,4
1508233034.384,0.725,0.037,-2.460,0
1508233034.404,0.725,-0.030,-2.535,0
1508233034.424,0.680,-0.202,-2.527,0
1508233034.444,0.591,-0.396,-2.692,0
1508233034.463,0.613,-0.374,-2.819,0
1508233034.483,0.553,-0.202,-2.796,0
1508233034.503,0.568,0.030,-2.729,0
1508233034.522,0.613,0.037,-2.467,0
1508233034.542,0.591,-0.060,-2.071,0
1508233034.562,0.583,-0.060,-1.720,0
1508233034.581,0.561,0.022,-1.510,0
1508233034.601,0.531,0.202,-1.413,0
1508233034.621,0.621,0.299,-1.406,0
1508233034.641,0.606,0.239,-1.533,0
1508233034.660,0.643,0.045,-1.907,0
1508233034.680,0.621,-0.120,-2.325,0
1508233034.700,0.591,-0.150,-2.826,0
1508233034.719,0.531,-0.187,-2.871,0
1508233034.739,0.479,-0.254,-2.931,0
1508233034.759,0.449,-0.366,-2.834,0
1508233034.779,0.508,-0.516,-2.759,0
1508233034.798,0.449,-0.688,-2.901,0
1508233034.818,0.322,-0.650,-2.998,0
1508233034.838,0.516,-0.329,-3.185,0
1508233034.857,0.464,-0.142,-3.193,5
1508233034.877,0.411,-0.359,-2.856,0
1508233034.897,0.396,-0.703,-2.632,0
1508233034.916,0.471,-0.740,-2.662,0
1508233034.936,0.523,-0.456,-2.811,0
1508233034.956,0.561,-0.045,-2.938,0
1508233034.976,0.598,0.112,-2.894,0
1508233034.995,0.553,-0.060,-2.714,0
1508233035.015,0.523,-0.262,-2.310,0
1508233035.035,0.561,-0.344,-2.019,0
1508233035.054,0.434,-0.419,-1.772,0
1508233035.074,0.493,-0.322,-1.779,0
1508233035.094,0.501,-0.239,-1.809,0
1508233035.114,0.516,-0.157,-1.907,0
1508233035.133,0.546,-0.232,-2.176,0
1508233035.153,0.471,-0.307,-2.497,0
1508233035.173,0.568,-0.239,-2.759,0
1508233035.192,0.591,-0.209,-2.751,0
1508233035.212,0.628,-0.284,-2.751,0
1508233035.232,0.523,-0.426,-2.729,0
1508233035.251,0.583,-0.523,-2.692,0
1508233035.271,0.538,-0.404,-2.535,0
1508233035.291,0.583,-0.194,-2.310,0
1508233035.311,0.621,0.030,-2.026,0
1508233035.330,0.643,0.135,-1.809,0
1508233035.350,0.628,0.120,-1.593,0
1508233035.370,0.531,0.060,-1.682,0
1508233035.389,0.598,-0.022,-1.989,0
1508233035.409,0.628,-0.037,-2.370,0
1508233035.429,0.658,-0.097,-2.557,0
1508233035.449,0.628,-0.105,-2.662,0
1508233035.468,0.553,-0.217,-2.744,0
1508233035.488,0.434,-0.351,-2.774,0
1508233035.508,0.389,-0.471,-2.886,0
1508233035.527,0.486,-0.493,-2.976,0
1508233035.547,0.516,-0.404,-3.021,0
1508233035.567,0.479,-0.501,-2.983,0
1508233035.586,0.493,-0.546,-2.886,0
1508233035.606,0.531,-0.404,-2.766,0
1508233035.626,0.583,-0.269,-2.759,0
1508233035.646,0.493,-0.299,-2.722,0
1508233035.665,0.471,-0.404,-2.819,0
1508233035.685,0.493,-0.434,-2.953,0
1508233035.705,0.523,-0.449,-3.200,0
1508233035.724,0.516,-0.322,-3.260,0
1508233035.744,0.568,-0.217,-3.252,0
1508233035.764,0.591,-0.292,-3.215,0
1508233035.784,0.471,-0.366,-3.088,0
1508233035.803,0.501,-0.411,-2.856,0
1508233035.823,0.561,-0.456,-2.714,0
1508233035.843,0.523,-0.411,-2.647,0
1508233035.862,0.516,-0.262,-2.647,0
1508233035.882,0.568,-0.127,-2.677,0
1508233035.902,0.591,-0.120,-2.647,0
1508233035.922,0.680,-0.075,-2.550,0
1508233035.941,0.703,0.112,-2.467,0
1508233035.961,0.650,-0.045,-2.467,0
1508233035.981,0.606,-0.262,-2.520,0
1508233036.000,0.546,-0.374,-2.393,0
1508233036.020,0.508,-0.434,-2.393,0
1508233036.040,0.479,-0.329,-2.557,0
1508233036.059,0.501,-0.172,-2.662,0
1508233036.079,0.531,-0.097,-2.684,0
1508233036.099,0.538,-0.135,-2.617,0
1508233036.119,0.613,-0.052,-2.535,0
1508233036.138,0.531,-0.120,-2.385,0
1508233036.158,0.493,-0.194,-2.191,0
1508233036.178,0.531,-0.247,-2.004,0
1508233036.197,0.553,-0.247,-1.974,0
1508233036.217,0.621,-0.164,-2.108,0
1508233036.237,0.650,-0.097,-2.408,0
1508233036.257,0.673,-0.090,-2.647,0
1508233036.276,0.643,-0.112,-2.938,0
1508233036.296,0.636,-0.187,-3.133,0
1508233036.316,0.621,-0.344,-2.946,0
1508233036.335,0.636,-0.179,-2.789,0
1508233036.355,0.598,-0.045,-2.707,0
1508233036.375,0.441,-0.194,-2.602,0
1508233036.394,0.411,-0.329,-2.251,0
1508233036.414,0.419,-0.374,-1.742,0
1508233036.434,0.411,-0.404,-1.473,0
1508233036.454,0.471,-0.374,-1.727,0
1508233036.473,0.583,-0.232,-2.273,0
1508233036.493,0.576,-0.187,-2.871,0
1508233036.513,0.658,-0.194,-3.394,0
1508233036.532,0.628,-0.067,-3.529,0
1508233036.552,0.643,-0.067,-3.499,0
1508233036.572,0.628,-0.067,-3.185,0
1508233036.592,0.583,-0.045,-2.579,0
1508233036.611,0.598,0.007,-1.907,0
1508233036.631,0.598,-0.022,-1.533,0
1508233036.651,0.553,0.030,-1.593,0
1508233036.670,0.613,0.022,-2.094,0
1508233036.690,0.665,-0.090,-2.527,0
1508233036.710,0.628,-0.262,-2.834,0
1508233036.729,0.546,-0.322,-2.766,0
1508233036.749,0.531,-0.262,-2.587,0
1508233036.769,0.523,-0.202,-2.490,0
1508233036.789,0.576,0.030,-2.265,0
1508233036.808,0.755,0.172,-2.108,0
1508233036.828,0.778,0.157,-2.056,0
1508233036.848,0.733,0.000,-2.011,0
1508233036.867,0.650,-0.090,-1.989,0
1508233036.887,0.628,-0.090,-2.019,0
1508233036.907,0.650,-0.082,-2.183,0
1508233036.927,0.733,-0.105,-2.251,0
1508233036.946,0.688,-0.045,-2.236,0
1508233036.966,0.658,0.075,-2.355,0
1508233036.986,0.703,0.142,-2.445,0
1508233037.005,0.718,0.052,-2.452,0
1508233037.025,0.680,-0.097,-2.437,0
1508233037.045,0.770,0.150,-2.587,0
1508233037.064,0.695,0.217,-2.744,0
1508233037.084,0.568,-0.075,-2.722,0
1508233037.104,0.561,-0.322,-2.378,0
1508233037.124,0.598,-0.374,-2.034,0
1508233037.143,0.538,-0.322,-1.929,0
1508233037.163,0.568,-0.075,-2.221,0
1508233037.183,0.733,0.127,-2.236,0
1508233037.202,0.688,0.120,-2.094,0
1508233037.222,0.636,-0.075,-1.989,0
1508233037.242,0.643,-0.232,-1.892,0
1508233037.262,0.650,-0.217,-1.914,0
1508233037.281,0.680,-0.239,-2.049,0
1508233037.301,0.643,-0.217,-2.086,0
1508233037.321,0.658,-0.164,-2.228,0
1508233037.340,0.688,-0.120,-2.325,0
1508233037.360,0.650,-0.179,-2.430,0
1508233037.380,0.613,-0.284,-2.527,0
1508233037.399,0.538,-0.381,-2.550,0
1508233037.419,0.591,-0.434,-2.482,0
1508233037.439,0.508,-0.277,-2.400,0
1508233037.459,0.523,-0.172,-2.333,0
1508233037.478,0.553,-0.142,-2.153,0
1508233037.498,0.516,-0.172,-1.936,0
1508233037.518,0.531,-0.232,-1.847,0
1508233037.537,0.576,-0.307,-1.720,0
1508233037.557,0.523,-0.247,-1.877,0
1508233037.577,0.606,-0.150,-2.079,0
1508233037.597,0.665,-0.172,-2.251,0
1508233037.616,0.621,-0.232,-2.654,0
1508233037.636,0.613,-0.277,-3.073,0
1508233037.656,0.613,-0.322,-3.208,0
1508233037.675,0.568,-0.307,-3.200,0
1508233037.695,0.531,-0.411,-3.088,0
1508233037.715,0.546,-0.396,-2.894,0
1508233037.734,0.553,-0.396,-2.684,0
1508233037.754,0.568,-0.366,-2.617,0
1508233037.774,0.516,-0.351,-2.565,0
1508233037.794,0.531,-0.389,-2.527,0
1508233037.813,0.516,-0.456,-2.594,0
1508233037.833,0.516,-0.404,-2.557,0
1508233037.853,0.456,-0.456,-2.512,0
1508233037.872,0.374,-0.493,-2.512,0
1508233037.892,0.471,-0.419,-2.460,0
1508233037.912,0.516,-0.329,-2.467,0
1508233037.932,0.598,-0.292,-2.505,0
1508233037.951,0.591,-0.187,-2.542,0
1508233037.971,0.591,-0.082,-2.639,0
1508233037.991,0.621,-0.254,-2.819,0
1508233038.010,0.568,-0.471,-2.923,0
1508233038.030,0.665,-0.217,-3.021,0
1508233038.050,0.650,-0.007,-3.073,0
1508233038.069,0.561,-0.202,-2.781,0
1508233038.089,0.546,-0.486,-2.430,0
1508233038.109,0.591,-0.441,-2.288,0
1508233038.129,0.546,-0.359,-2.243,0
1508233038.148,0.636,-0.322,-2.460,0
1508233038.168,0.531,-0.277,-2.722,0
1508233038.188,0.538,-0.224,-2.871,0
1508233038.207,0.591,-0.247,-2.759,0
1508233038.227,0.606,-0.247,-2.512,0
1508233038.247,0.516,-0.329,-2.348,0
1508233038.267,0.479,-0.396,-2.183,0
1508233038.286,0.523,-0.284,-2.236,0
1508233038.306,0.598,-0.127,-2.340,0
1508233038.326,0.643,-0.060,-2.490,0
1508233038.345,0.576,-0.075,-2.542,0
1508233038.365,0.531,-0.075,-2.505,0
1508233038.385,0.523,-0.067,-2.408,0
1508233038.404,0.501,-0.150,-2.378,0
1508233038.424,0.531,-0.322,-2.422,0
1508233038.444,0.553,-0.239,-2.475,0
1508233038.464,0.576,-0.135,-2.490,0
1508233038.483,0.636,-0.030,-2.565,0
1508233038.503,0.665,-0.022,-2.647,0
1508233038.523,0.576,-0.135,-2.624,0
1508233038.542,0.508,-0.247,-2.565,0
1508233038.562,0.516,-0.292,-2.497,0
1508233038.582,0.576,-0.277,-2.408,0
1508233038.602,0.591,-0.262,-2.422,0
1508233038.621,0.650,-0.217,-2.482,0
1508233038.641,0.636,-0.179,-2.639,0
1508233038.661,0.621,-0.172,-2.707,0
1508233038.680,0.643,-0.127,-2.796,0
1508233038.700,0.621,-0.067,-2.879,0
1508233038.720,0.598,-0.172,-2.781,0
1508233038.739,0.606,-0.292,-2.602,0
1508233038.759,0.650,-0.135,-2.587,0
1508233038.779,0.613,0.045,-2.796,0
1508233038.799,0.531,-0.052,-2.714,0
1508233038.818,0.546,-0.224,-2.475,0
1508233038.838,0.553,-0.194,-1.996,0
1508233038.858,0.493,-0.277,-1.533,0
1508233038.877,0.464,-0.277,-1.391,0
1508233038.897,0.493,-0.247,-1.548,0
1508233038.917,0.546,-0.120,-1.981,0
1508233038.937,0.561,-0.105,-2.505,0
1508233038.956,0.508,-0.217,-2.968,0
1508233038.976,0.546,-0.277,-3.178,0
1508233038.996,0.546,-0.381,-3.252,0
1508233039.015,0.576,-0.374,-3.305,0
1508233039.035,0.538,-0.351,-3.178,0
1508233039.055,0.621,-0.299,-3.043,0
1508233039.074,0.650,-0.120,-2.916,0
1508233039.094,0.561,-0.127,-2.916,0
1508233039.114,0.508,-0.254,-2.938,0
1508233039.134,0.419,-0.389,-2.946,0
1508233039.153,0.464,-0.411,-2.894,0
1508233039.173,0.426,-0.419,-2.796,0
1508233039.193,0.501,-0.262,-2.669,0
1508233039.212,0.456,-0.112,-2.527,0
1508233039.232,0.508,-0.120,-2.490,0
1508233039.252,0.449,-0.105,-2.445,0
1508233039.272,0.396,-0.164,-2.467,0
1508233039.291,0.501,-0.202,-2.370,0
1508233039.311,0.501,-0.179,-2.146,0
1508233039.331,0.538,-0.209,-1.802,0
1508233039.350,0.621,-0.179,-1.585,0
1508233039.370,0.613,-0.164,-1.944,0
1508233039.390,0.598,-0.142,-2.408,0
1508233039.410,0.658,-0.090,-3.051,0
1508233039.429,0.658,-0.194,-3.559,0
1508233039.449,0.658,-0.239,-3.798,0
1508233039.469,0.703,-0.217,-3.761,0
1508233039.488,0.621,-0.247,-3.409,0
1508233039.508,0.531,-0.366,-2.968,0
1508233039.528,0.456,-0.359,-2.512,0
1508233039.547,0.456,-0.501,-2.161,0
1508233039.567,0.531,-0.419,-2.026,0
1508233039.587,0.598,-0.030,-2.303,0
1508233039.607,0.486,0.075,-2.535,0
1508233039.626,0.546,-0.007,-2.363,0
1508233039.646,0.553,-0.045,-1.869,0
1508233039.666,0.591,-0.037,-1.488,0
1508233039.685,0.643,-0.045,-1.450,0
1508233039.705,0.613,-0.030,-1.735,0
1508233039.725,0.591,-0.007,-2.146,0
1508233039.745,0.598,0.007,-2.699,0
1508233039.764,0.673,0.030,-3.043,0
1508233039.784,0.695,-0.037,-3.036,0
1508233039.804,0.591,-0.135,-2.654,0
1508233039.823,0.583,-0.150,-2.168,0
1508233039.843,0.598,-0.082,-1.697,0
1508233039.863,0.703,-0.060,-1.279,0
1508233039.882,0.770,0.142,-1.219,0
1508233039.902,0.695,0.224,-1.450,0
