timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1508627239.422,1.953,39.062,24.414,0.000,64.453,0
1508627239.426,-2.930,39.551,18.066,-7.324,47.852,0
1508627239.430,0.000,45.410,26.367,-4.883,20.020,0
1508627239.434,0.488,41.016,30.273,-1.465,2.441,0
1508627239.438,0.977,40.527,29.785,0.488,23.926,0
1508627239.441,-1.953,33.691,29.297,-2.441,48.340,0
1508627239.445,-4.395,31.250,31.738,0.488,39.062,0
1508627239.449,2.930,39.551,32.227,4.883,13.672,0
1508627239.453,7.324,41.992,44.434,8.789,13.184,0
1508627239.457,6.836,41.992,55.176,10.254,19.043,0
1508627239.461,9.766,42.480,29.297,11.230,-6.836,0
1508627239.465,1.465,30.273,12.207,-6.836,-20.020,0
1508627239.469,1.465,32.227,27.832,-8.789,3.906,0
1508627239.473,8.301,42.969,35.156,6.348,7.812,0
1508627239.477,5.371,39.551,34.668,6.348,24.902,0
1508627239.481,8.301,36.621,38.574,2.441,35.645,0
1508627239.484,5.859,36.621,34.180,0.977,20.020,0
1508627239.488,1.465,29.297,33.691,8.301,2.441,0
1508627239.492,4.395,30.273,39.062,13.672,-8.789,0
1508627239.496,15.137,38.574,42.969,17.090,24.902,0
1508627239.500,18.555,34.668,45.410,18.555,41.504,0
1508627239.504,2.441,20.020,39.551,10.254,20.996,0
1508627239.508,-0.977,14.648,36.621,7.324,34.180,0
1508627239.512,13.184,30.762,40.527,15.137,75.684,0
1508627239.516,16.113,39.062,45.898,16.602,74.219,0
1508627239.520,9.766,29.785,38.086,14.648,76.660,0
1508627239.523,10.254,29.297,36.133,11.719,89.844,0
1508627239.527,7.324,29.297,41.016,12.695,97.656,0
1508627239.531,11.230,29.297,41.016,16.113,67.383,0
1508627239.535,20.996,39.062,51.758,15.137,50.781,0
1508627239.539,10.254,28.320,43.457,6.348,75.195,0
1508627239.543,6.836,24.414,40.039,2.441,64.941,0
1508627239.547,18.555,39.551,50.293,17.578,55.176,0
1508627239.551,14.160,38.086,44.922,19.043,51.270,0
1508627239.555,10.742,37.109,40.039,12.695,50.781,0
1508627239.559,11.719,36.621,44.434,13.184,77.148,0
1508627239.563,-1.465,25.879,38.574,4.395,79.102,0
1508627239.566,-11.230,20.996,33.691,-3.418,58.105,0
1508627239.570,-9.766,21.484,34.668,-2.930,65.430,0
1508627239.574,-6.836,20.508,32.715,-4.883,88.379,0
1508627239.578,-2.930,21.484,32.715,-2.441,84.961,0
1508627239.582,-1.465,27.344,41.992,3.906,91.309,0
1508627239.586,5.859,39.062,51.758,12.207,113.770,0
1508627239.590,5.859,40.039,53.223,11.719,97.168,0
1508627239.594,-6.836,30.273,43.457,-3.906,62.012,0
1508627239.598,-10.254,28.320,38.574,-7.812,42.480,0
1508627239.602,-5.859,31.250,42.480,-0.488,71.777,0
1508627239.606,1.953,31.738,43.945,5.371,81.543,0
1508627239.609,7.812,35.156,51.758,4.395,57.129,0
1508627239.613,1.465,30.762,48.340,-6.836,94.238,0
1508627239.617,-1.953,26.855,40.527,-9.766,83.496,0
1508627239.621,2.930,30.762,43.457,-2.441,68.359,0
1508627239.625,3.906,32.715,47.852,4.883,94.727,0
1508627239.629,6.836,35.645,50.293,5.371,66.895,0
1508627239.633,9.277,35.156,49.316,4.395,56.641,0
1508627239.637,1.465,27.344,44.434,2.930,50.781,0
1508627239.641,-6.348,17.090,36.133,-1.465,44.434,0
1508627239.645,0.488,27.832,39.062,-0.977,88.379,0
1508627239.648,5.859,36.621,46.875,4.395,98.633,0
1508627239.652,8.301,38.574,54.199,13.672,79.102,0
1508627239.656,-1.465,27.832,47.363,1.953,57.617,0
1508627239.660,-9.277,18.555,33.203,-8.301,54.688,0
1508627239.664,3.906,33.203,41.016,0.977,63.965,0
1508627239.668,8.789,39.062,51.758,6.836,36.621,0
1508627239.672,-0.977,29.297,52.734,9.766,41.992,0
1508627239.676,2.930,28.809,48.340,10.254,69.824,0
1508627239.680,11.719,35.156,49.316,12.695,46.875,0
1508627239.684,1.953,25.879,45.898,3.906,38.574,0
1508627239.688,-10.742,16.602,30.762,-7.812,59.570,0
1508627239.691,-4.883,23.926,28.320,-8.789,58.594,0
1508627239.695,6.836,26.855,38.574,-0.977,77.148,0
1508627239.699,10.254,28.809,45.898,10.254,57.617,0
1508627239.703,10.254,40.039,43.457,5.859,59.082,0
1508627239.707,0.977,36.621,35.645,-3.418,76.172,0
1508627239.711,-1.465,31.738,36.133,-4.395,30.273,0
1508627239.715,3.418,35.645,37.598,-3.906,2.930,0
1508627239.719,1.465,36.621,38.086,0.488,15.625,0
1508627239.723,-1.465,33.203,30.762,-3.418,13.672,0
1508627239.727,3.906,40.527,39.551,-5.859,21.484,0
1508627239.731,6.836,41.992,50.293,3.906,62.500,0
1508627239.734,6.348,33.203,37.109,1.953,29.785,0
1508627239.738,11.719,33.691,36.621,0.000,19.531,0
1508627239.742,12.695,37.109,41.504,4.883,34.668,0
1508627239.746,13.672,41.016,38.574,5.371,9.277,0
1508627239.750,11.230,37.598,36.621,-1.953,43.945,0
1508627239.754,6.836,34.668,38.086,-1.953,41.016,0
1508627239.758,13.184,38.086,48.340,7.812,-9.766,0
1508627239.762,21.973,49.805,54.688,16.113,11.230,0
1508627239.766,13.672,41.992,36.133,4.395,49.316,0
1508627239.770,6.836,36.133,32.227,-2.930,53.711,0
1508627239.773,5.371,37.598,43.457,0.488,57.617,0
1508627239.777,-5.371,22.949,32.715,-6.836,39.062,0
1508627239.781,-0.488,26.367,30.273,-0.488,41.016,0
1508627239.785,4.883,30.762,40.527,6.348,43.457,0
1508627239.789,6.836,30.273,46.875,6.348,53.223,0
1508627239.793,10.254,35.645,47.363,6.836,77.637,0
1508627239.797,1.953,28.809,43.457,6.836,99.121,0
1508627239.801,0.000,23.926,40.039,9.277,95.215,0
1508627239.805,10.742,34.668,44.922,18.066,58.594,0
1508627239.809,9.277,38.086,40.527,13.184,62.012,0
1508627239.813,0.488,30.273,45.410,0.488,101.562,0
