timestamps,X,Y,Z,Marker0
1486894960.928,-0.329,0.082,-2.363,0
1486894960.948,-0.942,-0.030,-2.288,0
1486894960.968,-0.905,0.105,-2.116,0
1486894960.988,-0.336,0.381,-2.131,0
1486894961.007,0.022,0.479,-2.251,0
1486894961.027,0.142,0.426,-2.288,0
1486894961.047,0.022,0.284,-2.520,0
1486894961.066,-0.202,0.135,-2.639,0
1486894961.086,-0.366,0.067,-2.677,0
1486894961.106,-0.501,0.052,-2.744,0
1486894961.125,-0.561,0.090,-2.535,0
1486894961.145,-0.411,0.135,-2.123,0
1486894961.165,-0.262,0.135,-1.862,0
1486894961.185,-0.546,0.127,-1.712,0
1486894961.204,-0.546,0.269,-1.570,0
1486894961.224,-0.434,0.404,-1.525,0
1486894961.244,-0.441,0.456,-1.615,0
1486894961.263,-0.456,0.366,-1.854,0
1486894961.283,-0.531,0.142,-2.026,0
1486894961.303,-0.636,-0.052,-2.094,0
1486894961.323,-0.665,-0.142,-2.056,0
1486894961.342,-0.553,0.007,-2.026,0
1486894961.362,-0.426,0.157,-2.041,0
1486894961.382,-0.389,0.239,-2.049,0
1486894961.401,-0.381,0.224,-2.049,0
1486894961.421,-0.374,0.224,-2.183,0
1486894961.441,-0.479,0.194,-2.086,0
1486894961.460,-0.523,0.194,-1.922,0
1486894961.480,-0.546,0.224,-1.750,0
1486894961.500,-0.471,0.366,-1.630,0
1486894961.520,-0.419,0.508,-1.615,0
1486894961.539,-0.254,0.546,-1.765,0
1486894961.559,-0.247,0.344,-2.041,0
1486894961.579,-0.994,0.060,-2.153,0
1486894961.598,-1.308,0.097,-2.071,0
1486894961.618,-0.733,0.441,-2.049,1
1486894961.638,-0.179,0.553,-2.026,0
1486894961.658,0.105,0.486,-2.273,0
1486894961.677,-0.164,0.232,-2.295,0
1486894961.697,-0.628,-0.067,-2.348,0
1486894961.717,-0.830,-0.097,-2.318,0
1486894961.736,-0.807,0.112,-2.198,0
1486894961.756,-0.673,0.292,-1.936,0
1486894961.776,-0.434,0.389,-1.622,0
1486894961.796,-0.322,0.262,-1.540,0
1486894961.815,-0.546,0.112,-1.608,0
1486894961.835,-0.665,0.172,-1.720,0
1486894961.855,-0.583,0.277,-1.824,0
1486894961.874,-0.501,0.396,-2.004,0
1486894961.894,-0.471,0.396,-2.176,0
1486894961.914,-0.680,0.307,-2.213,0
1486894961.933,-0.643,0.105,-2.094,0
1486894961.953,-0.501,0.030,-2.004,0
1486894961.973,-0.344,0.157,-1.824,0
1486894961.993,-0.314,0.314,-1.772,0
1486894962.012,-0.336,0.389,-1.839,0
1486894962.032,-0.434,0.344,-1.951,0
1486894962.052,-0.561,0.247,-2.064,0
1486894962.071,-0.508,0.202,-2.086,0
1486894962.091,-0.411,0.224,-2.079,0
1486894962.111,-0.389,0.292,-1.981,0
1486894962.131,-0.329,0.404,-1.884,0
1486894962.150,-0.344,0.441,-1.899,0
1486894962.170,-0.164,0.239,-1.922,0
1486894962.190,-0.209,-0.030,-2.161,0
