timestamps,X,Y,Z,Marker0
1486823380.124,-0.904,-0.223,0.324,0
1486823380.144,-0.904,-0.223,0.324,0
1486823380.164,-0.905,-0.222,0.324,0
1486823380.183,-0.905,-0.222,0.324,0
1486823380.203,-0.905,-0.222,0.324,0
1486823380.223,-0.904,-0.223,0.323,0
1486823380.243,-0.903,-0.222,0.323,0
1486823380.262,-0.902,-0.223,0.323,0
1486823380.282,-0.904,-0.224,0.324,0
1486823380.302,-0.903,-0.224,0.323,0
1486823380.321,-0.902,-0.223,0.325,0
1486823380.341,-0.902,-0.223,0.324,0
1486823380.361,-0.906,-0.222,0.328,0
1486823380.381,-0.908,-0.224,0.325,0
1486823380.400,-0.904,-0.223,0.323,0
1486823380.420,-0.903,-0.221,0.325,0
1486823380.440,-0.899,-0.223,0.326,0
1486823380.459,-0.900,-0.225,0.323,0
1486823380.479,-0.905,-0.224,0.323,0
1486823380.499,-0.906,-0.225,0.323,1
1486823380.518,-0.906,-0.224,0.324,0
1486823380.538,-0.906,-0.222,0.324,0
1486823380.558,-0.904,-0.221,0.324,0
1486823380.578,-0.903,-0.220,0.323,0
1486823380.597,-0.903,-0.221,0.322,0
1486823380.617,-0.903,-0.222,0.323,0
1486823380.637,-0.904,-0.222,0.324,0
1486823380.656,-0.905,-0.222,0.323,0
1486823380.676,-0.905,-0.223,0.326,0
1486823380.696,-0.905,-0.223,0.325,0
1486823380.716,-0.904,-0.223,0.323,0
1486823380.735,-0.904,-0.223,0.326,0
1486823380.755,-0.901,-0.225,0.324,0
1486823380.775,-0.902,-0.224,0.325,0
1486823380.794,-0.902,-0.224,0.324,0
1486823380.814,-0.903,-0.222,0.323,0
1486823380.834,-0.903,-0.221,0.325,0
1486823380.853,-0.903,-0.221,0.324,0
1486823380.873,-0.905,-0.221,0.324,0
1486823380.893,-0.904,-0.222,0.323,0
1486823380.913,-0.905,-0.222,0.325,0
1486823380.932,-0.905,-0.223,0.324,0
1486823380.952,-0.903,-0.222,0.323,0
1486823380.972,-0.903,-0.223,0.323,0
1486823380.991,-0.903,-0.222,0.323,0
1486823381.011,-0.904,-0.221,0.323,0
1486823381.031,-0.904,-0.221,0.323,0
1486823381.051,-0.904,-0.220,0.323,0
1486823381.070,-0.903,-0.221,0.325,0
1486823381.090,-0.903,-0.222,0.323,0
1486823381.110,-0.905,-0.221,0.327,0
1486823381.129,-0.906,-0.222,0.325,0
1486823381.149,-0.904,-0.222,0.323,0
1486823381.169,-0.903,-0.221,0.325,0
1486823381.188,-0.901,-0.222,0.326,0
1486823381.208,-0.900,-0.223,0.323,0
1486823381.228,-0.902,-0.222,0.323,0
1486823381.248,-0.905,-0.224,0.323,0
1486823381.267,-0.906,-0.222,0.324,0
1486823381.287,-0.906,-0.220,0.324,0
1486823381.307,-0.906,-0.220,0.324,0
1486823381.326,-0.906,-0.219,0.324,0
1486823381.346,-0.906,-0.219,0.324,0
1486823381.366,-0.904,-0.219,0.324,0
1486823381.386,-0.903,-0.221,0.323,0
1486823381.405,-0.905,-0.219,0.324,0
1486823381.425,-0.906,-0.221,0.324,0
1486823381.445,-0.905,-0.220,0.320,0
1486823381.464,-0.905,-0.219,0.324,0
1486823381.484,-0.903,-0.220,0.325,0
1486823381.504,-0.903,-0.221,0.325,0
1486823381.523,-0.903,-0.222,0.325,0
1486823381.543,-0.904,-0.221,0.323,0
1486823381.563,-0.905,-0.219,0.323,0
1486823381.583,-0.906,-0.219,0.324,0
1486823381.602,-0.906,-0.219,0.325,0
1486823381.622,-0.907,-0.220,0.325,0
1486823381.642,-0.905,-0.220,0.324,0
1486823381.661,-0.905,-0.221,0.323,0
1486823381.681,-0.903,-0.222,0.323,0
1486823381.701,-0.903,-0.221,0.322,0
1486823381.721,-0.902,-0.221,0.323,0
1486823381.740,-0.905,-0.220,0.324,0
1486823381.760,-0.905,-0.219,0.324,2
1486823381.780,-0.905,-0.219,0.324,0
1486823381.799,-0.905,-0.219,0.324,0
1486823381.819,-0.904,-0.220,0.325,0
1486823381.839,-0.904,-0.221,0.325,0
1486823381.859,-0.903,-0.221,0.324,0
1486823381.878,-0.903,-0.224,0.326,0
1486823381.898,-0.902,-0.222,0.326,0
1486823381.918,-0.903,-0.221,0.325,0
1486823381.937,-0.904,-0.222,0.326,0
1486823381.957,-0.904,-0.221,0.326,0
1486823381.977,-0.904,-0.222,0.327,0
1486823381.996,-0.904,-0.221,0.325,0
1486823382.016,-0.905,-0.222,0.328,0
1486823382.036,-0.910,-0.222,0.326,0
1486823382.056,-0.902,-0.221,0.320,0
1486823382.075,-0.898,-0.222,0.330,0
1486823382.095,-0.898,-0.223,0.330,0
1486823382.115,-0.900,-0.223,0.327,0
1486823382.134,-0.905,-0.223,0.326,0
1486823382.154,-0.910,-0.222,0.326,0
1486823382.174,-0.907,-0.223,0.327,0
1486823382.194,-0.902,-0.222,0.327,0
1486823382.213,-0.899,-0.220,0.327,0
1486823382.233,-0.899,-0.219,0.326,0
1486823382.253,-0.903,-0.219,0.327,0
1486823382.272,-0.905,-0.221,0.327,3
1486823382.292,-0.905,-0.223,0.329,0
1486823382.312,-0.902,-0.223,0.327,0
1486823382.331,-0.903,-0.223,0.326,0
1486823382.351,-0.902,-0.221,0.326,0
