timestamps,X,Y,Z,Marker0
1488801565.769,-0.105,-0.239,-2.034,0
1488801565.789,-0.105,-0.247,-2.086,0
1488801565.809,-0.052,-0.269,-2.221,0
1488801565.828,0.067,-0.239,-2.370,0
1488801565.848,0.060,-0.239,-2.393,0
1488801565.868,0.105,-0.254,-2.475,0
1488801565.888,0.120,-0.194,-2.467,0
1488801565.907,0.194,-0.224,-2.490,0
1488801565.927,0.284,-0.187,-2.535,0
1488801565.947,0.322,-0.209,-2.527,0
1488801565.966,0.217,-0.202,-2.579,0
1488801565.986,0.277,-0.209,-2.557,0
1488801566.006,0.179,-0.172,-2.505,0
1488801566.026,0.239,-0.112,-2.370,0
1488801566.045,0.262,-0.075,-2.213,0
1488801566.065,0.239,-0.052,-2.064,0
1488801566.085,0.194,-0.142,-2.094,0
1488801566.104,0.217,-0.112,-2.153,0
1488801566.124,0.284,-0.097,-2.221,0
1488801566.144,0.292,-0.022,-2.236,0
1488801566.164,0.239,-0.030,-2.251,0
1488801566.183,0.202,-0.030,-2.310,0
1488801566.203,0.187,-0.120,-2.333,0
1488801566.223,0.194,-0.172,-2.318,0
1488801566.242,0.187,-0.172,-2.370,0
1488801566.262,0.217,-0.150,-2.490,0
1488801566.282,0.284,-0.052,-2.310,0
1488801566.301,0.366,-0.030,-2.168,0
1488801566.321,0.344,0.015,-1.929,0
1488801566.341,0.336,0.067,-1.832,0
1488801566.361,0.224,0.090,-1.787,0
1488801566.380,0.172,-0.045,-1.854,0
1488801566.400,0.157,-0.127,-2.019,0
1488801566.420,0.172,-0.194,-2.206,0
1488801566.439,0.164,-0.179,-2.378,0
1488801566.459,0.202,-0.157,-2.408,0
1488801566.479,0.239,-0.150,-2.437,0
1488801566.499,0.232,-0.052,-2.340,0
1488801566.518,0.284,-0.060,-2.131,0
1488801566.538,0.194,-0.030,-2.123,0
1488801566.558,0.194,-0.037,-2.094,0
1488801566.577,0.202,-0.075,-2.131,0
1488801566.597,0.277,-0.060,-2.101,0
1488801566.617,0.202,0.015,-2.026,0
1488801566.637,0.232,-0.037,-2.041,0
1488801566.656,0.232,0.030,-1.914,0
1488801566.676,0.217,-0.030,-1.959,0
1488801566.696,0.209,-0.045,-1.929,0
1488801566.715,0.209,-0.022,-2.079,0
1488801566.735,0.194,-0.090,-2.191,0
1488801566.755,0.247,-0.030,-2.280,2
1488801566.774,0.239,-0.082,-2.280,0
1488801566.794,0.247,-0.090,-2.310,0
1488801566.814,0.254,-0.045,-2.288,0
1488801566.834,0.239,-0.030,-2.183,0
1488801566.853,0.224,-0.090,-2.243,0
1488801566.873,0.209,-0.045,-2.206,0
1488801566.893,0.239,-0.022,-2.191,0
1488801566.912,0.277,-0.022,-2.168,0
1488801566.932,0.277,0.000,-2.086,0
