timestamps,X,Y,Z,Marker0
1488724223.915,-0.623,0.780,0.164,0
1488724223.934,-0.622,0.780,0.165,0
1488724223.954,-0.623,0.780,0.165,0
1488724223.974,-0.623,0.780,0.165,1
1488724223.993,-0.623,0.781,0.165,0
1488724224.013,-0.621,0.781,0.165,0
1488724224.033,-0.622,0.781,0.166,0
1488724224.053,-0.621,0.781,0.165,0
1488724224.072,-0.622,0.781,0.164,0
1488724224.092,-0.622,0.782,0.164,0
1488724224.112,-0.624,0.783,0.163,0
1488724224.131,-0.622,0.782,0.164,0
1488724224.151,-0.622,0.782,0.166,0
1488724224.171,-0.620,0.781,0.166,0
1488724224.191,-0.621,0.780,0.165,0
1488724224.210,-0.621,0.783,0.166,0
1488724224.230,-0.620,0.782,0.164,0
1488724224.250,-0.623,0.784,0.165,0
1488724224.269,-0.622,0.785,0.166,0
1488724224.289,-0.619,0.781,0.168,0
1488724224.309,-0.617,0.777,0.170,0
1488724224.328,-0.620,0.780,0.165,0
1488724224.348,-0.624,0.785,0.165,0
1488724224.368,-0.624,0.788,0.165,0
1488724224.388,-0.622,0.784,0.164,0
1488724224.407,-0.618,0.780,0.166,0
1488724224.427,-0.619,0.781,0.166,0
1488724224.447,-0.619,0.782,0.166,0
1488724224.466,-0.619,0.785,0.165,0
1488724224.486,-0.620,0.785,0.165,0
1488724224.506,-0.621,0.785,0.164,0
1488724224.526,-0.620,0.784,0.165,0
1488724224.545,-0.619,0.783,0.166,0
1488724224.565,-0.619,0.781,0.167,0
1488724224.585,-0.619,0.780,0.166,0
1488724224.604,-0.620,0.782,0.167,0
1488724224.624,-0.622,0.784,0.168,0
1488724224.644,-0.621,0.784,0.168,0
1488724224.664,-0.619,0.783,0.167,0
1488724224.683,-0.618,0.784,0.167,0
1488724224.703,-0.618,0.783,0.167,0
1488724224.723,-0.618,0.783,0.166,0
1488724224.742,-0.619,0.784,0.165,0
1488724224.762,-0.620,0.787,0.165,0
1488724224.782,-0.620,0.787,0.164,0
1488724224.801,-0.619,0.785,0.165,0
1488724224.821,-0.617,0.783,0.164,0
1488724224.841,-0.618,0.786,0.164,0
1488724224.861,-0.617,0.785,0.165,0
1488724224.880,-0.619,0.785,0.165,0
1488724224.900,-0.618,0.786,0.165,0
