timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1506375083.403,28.320,25.879,39.551,40.527,160.156,0
1506375083.407,28.809,33.691,39.551,40.527,178.711,0
1506375083.410,41.504,39.551,36.621,41.016,224.609,0
1506375083.414,43.457,39.551,36.133,45.898,239.258,0
1506375083.418,50.293,38.086,34.668,51.270,207.520,0
1506375083.422,49.316,42.480,31.250,46.875,226.074,0
1506375083.426,49.316,48.340,33.203,40.039,244.629,0
1506375083.430,53.711,46.875,33.203,38.086,257.812,0
1506375083.434,42.969,51.758,33.691,43.457,258.789,0
1506375083.438,24.902,56.641,34.180,47.363,264.160,0
1506375083.442,18.555,41.016,32.227,43.945,305.664,0
1506375083.446,27.344,37.109,31.738,47.852,321.289,0
1506375083.450,27.344,45.898,26.855,45.410,323.730,0
1506375083.453,31.738,45.410,38.574,44.434,347.656,0
1506375083.457,38.086,36.133,47.852,50.293,349.609,0
1506375083.461,40.039,37.598,46.387,49.316,360.352,0
1506375083.465,44.922,40.527,48.828,42.480,353.516,0
1506375083.469,34.668,30.273,38.086,32.715,336.426,0
1506375083.473,21.973,32.715,36.133,39.551,348.145,0
1506375083.477,20.996,30.273,33.691,46.875,317.383,0
1506375083.481,19.531,37.598,24.414,41.504,318.848,0
1506375083.485,20.508,41.992,31.738,39.551,345.215,0
1506375083.489,22.949,27.344,41.992,40.527,287.598,0
1506375083.493,25.391,27.344,37.598,33.203,243.652,0
1506375083.496,14.160,36.133,33.691,24.414,252.441,0
1506375083.500,18.066,35.645,45.898,29.785,252.930,0
1506375083.504,28.809,36.133,43.457,30.273,208.984,0
1506375083.508,24.414,38.086,42.969,27.344,184.570,0
1506375083.512,25.879,32.227,42.480,22.949,163.086,0
1506375083.516,26.367,19.043,40.039,15.625,145.020,0
1506375083.520,27.344,16.113,41.992,15.625,119.629,0
1506375083.524,31.250,20.996,37.109,19.531,69.824,0
1506375083.528,29.785,19.531,39.062,13.672,95.215,0
1506375083.532,31.250,18.555,39.551,18.555,129.395,0
1506375083.535,48.340,10.742,41.504,25.391,97.656,0
1506375083.539,51.758,20.508,43.945,17.090,68.359,0
1506375083.543,45.410,39.551,34.180,14.160,90.332,0
1506375083.547,44.434,27.832,40.527,17.090,101.074,0
1506375083.551,38.574,20.020,53.711,30.273,44.434,0
1506375083.555,27.832,35.156,43.945,43.945,19.531,0
1506375083.559,25.879,33.203,43.457,49.316,9.766,0
1506375083.563,42.480,29.785,50.781,47.852,-10.742,0
1506375083.567,41.504,38.086,52.246,44.922,-17.090,0
1506375083.571,23.438,45.898,43.945,36.621,-47.363,0
1506375083.575,28.320,39.551,40.039,28.809,-45.410,0
1506375083.578,37.598,30.762,37.598,31.250,-46.387,0
1506375083.582,24.414,32.227,32.715,31.738,-78.613,0
1506375083.586,23.926,40.039,33.691,37.109,-69.824,0
1506375083.590,31.738,34.668,38.574,45.410,-91.797,0
1506375083.594,36.133,25.879,45.898,47.363,-143.066,0
1506375083.598,39.062,33.203,45.410,47.852,-141.602,0
1506375083.602,35.645,38.574,41.504,45.410,-135.742,0
1506375083.606,39.551,32.715,43.945,40.039,-122.559,0
1506375083.610,36.133,21.484,40.527,46.875,-148.438,0
1506375083.614,27.344,27.344,33.203,49.805,-161.621,0
1506375083.618,26.855,30.762,42.480,43.457,-151.855,0
1506375083.621,17.090,24.902,48.340,37.598,-162.598,0
1506375083.625,9.766,24.902,40.039,35.645,-179.688,0
1506375083.629,25.391,26.855,41.016,42.480,-185.547,0
1506375083.633,31.250,22.949,40.527,39.551,-182.129,0
1506375083.637,22.461,25.879,35.645,31.738,-150.879,0
1506375083.641,21.973,43.457,39.062,32.715,-167.969,0
1506375083.645,22.461,54.688,29.297,30.273,-195.312,0
1506375083.649,17.578,49.805,20.996,22.949,-181.152,0
1506375083.653,13.672,38.086,25.879,24.902,-234.863,0
1506375083.657,23.438,32.227,26.367,30.762,-249.023,0
1506375083.660,25.391,35.156,27.832,30.762,-255.371,0
1506375083.664,22.461,35.156,31.738,27.832,-250.000,0
1506375083.668,21.973,31.250,29.785,28.320,-238.281,0
1506375083.672,23.926,37.109,31.738,27.344,-251.953,0
1506375083.676,33.203,46.387,49.316,38.574,-224.609,0
1506375083.680,39.062,44.434,48.340,46.875,-215.332,0
1506375083.684,41.504,34.180,27.832,41.992,-225.098,0
1506375083.688,50.293,41.992,24.902,48.828,-233.398,0
1506375083.692,56.152,53.711,31.250,54.688,-238.281,0
1506375083.696,60.059,45.410,35.156,49.316,-245.605,0
1506375083.700,62.500,40.527,31.738,46.387,-261.230,0
1506375083.703,65.430,38.574,26.855,52.734,-255.859,0
1506375083.707,55.176,33.691,26.367,48.340,-244.629,0
1506375083.711,51.758,30.762,32.715,44.434,-274.414,0
1506375083.715,54.688,27.832,45.898,54.688,-310.547,0
1506375083.719,26.367,22.949,49.316,57.617,-293.457,0
1506375083.723,11.230,26.367,41.992,55.664,-262.695,0
1506375083.727,24.414,22.949,37.598,57.617,-260.254,0
1506375083.731,30.273,22.461,32.227,57.617,-253.906,0
1506375083.735,20.020,24.902,30.273,53.223,-256.836,0
1506375083.739,9.277,20.020,24.902,44.434,-251.465,0
1506375083.743,18.555,15.137,30.273,46.875,-231.445,0
1506375083.746,36.621,15.625,43.457,51.758,-212.402,0
1506375083.750,40.039,19.531,41.992,48.828,-201.660,0
1506375083.754,22.461,18.066,38.086,42.480,-189.941,0
1506375083.758,20.508,12.695,49.316,44.434,-175.293,0
1506375083.762,29.297,12.207,51.758,53.711,-158.691,0
1506375083.766,27.832,20.996,49.805,51.758,-147.949,0
1506375083.770,20.020,19.043,46.387,45.410,-117.676,0
1506375083.774,15.625,12.207,44.922,44.922,-76.660,0
1506375083.778,14.160,16.602,47.852,39.551,-49.316,0
1506375083.782,19.043,30.273,47.363,39.062,-0.977,0
1506375083.785,25.391,27.344,42.480,41.992,37.109,0
1506375083.789,18.066,30.273,32.715,32.227,77.148,0
1506375083.793,21.973,35.156,27.832,34.180,124.512,0
1506375083.797,29.297,35.645,32.227,37.598,149.414,0
1506375083.801,24.902,32.227,34.668,25.879,166.992,0
1506375083.805,31.738,22.461,40.527,27.344,197.266,0
1506375083.809,26.855,26.367,37.598,27.344,169.434,0
1506375083.813,21.484,32.227,28.320,24.902,192.871,0
1506375083.817,22.949,25.391,29.785,30.273,242.188,0
1506375083.821,26.367,31.738,34.668,34.668,219.727,0
1506375083.825,33.691,31.250,32.715,40.039,211.914,0
1506375083.828,26.367,29.297,28.320,39.062,219.238,0
1506375083.832,14.648,26.855,32.227,41.504,234.375,0
1506375083.836,12.207,42.969,31.250,43.945,202.148,0
1506375083.840,10.254,-14.160,32.227,39.551,194.824,0
1506375083.844,2.441,-125.000,31.250,39.062,237.305,0
1506375083.848,8.789,-133.789,28.809,35.645,237.793,0
1506375083.852,16.602,-124.023,31.738,33.203,169.434,0
1506375083.856,18.066,-106.445,38.086,37.598,169.922,0
1506375083.860,14.648,-100.098,39.062,45.898,223.145,0
1506375083.864,2.441,-106.934,39.062,46.387,214.355,0
1506375083.868,-2.441,-94.238,37.109,41.504,185.547,0
1506375083.871,13.184,-75.684,32.715,46.387,174.805,0
1506375083.875,18.066,-69.824,40.039,49.805,198.730,0
1506375083.879,7.812,-74.707,45.410,46.875,200.684,0
1506375083.883,6.348,-80.078,36.621,45.410,172.852,0
1506375083.887,8.789,-64.941,32.715,42.969,157.715,0
1506375083.891,8.789,-53.711,37.109,44.434,153.809,0
1506375083.895,6.348,-59.570,38.574,44.922,109.863,0
1506375083.899,9.277,-52.246,39.551,42.480,46.875,0
1506375083.903,13.672,-30.273,42.480,44.434,74.219,0
1506375083.907,19.043,-15.625,42.480,41.016,96.680,0
1506375083.910,18.555,-6.348,40.527,44.434,41.504,0
1506375083.914,7.812,6.836,33.203,43.457,36.621,0
1506375083.918,-0.488,7.324,37.598,38.574,75.195,0
1506375083.922,1.465,-9.277,38.086,34.668,47.852,0
1506375083.926,2.441,-22.949,28.809,28.809,33.203,0
1506375083.930,8.301,-29.785,30.273,31.738,28.809,0
1506375083.934,18.555,-39.062,40.039,33.691,-7.812,0
1506375083.938,19.043,-45.410,35.156,27.832,-32.715,0
1506375083.942,19.043,-31.250,28.320,29.297,-29.785,0
1506375083.946,22.461,-21.484,22.949,27.344,-14.648,0
1506375083.950,25.879,-20.996,26.855,25.879,-13.184,0
1506375083.953,22.949,-22.461,36.133,27.832,-55.176,0
