timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1484995725.869,33.203,42.969,29.785,46.387,20.996,0
1484995725.873,29.785,32.227,26.855,40.039,22.461,0
1484995725.876,32.715,25.391,33.691,38.574,28.320,0
1484995725.880,27.344,28.809,31.738,44.434,58.594,0
1484995725.884,25.879,10.254,25.879,37.598,55.664,0
1484995725.888,30.762,1.953,23.926,29.297,27.344,0
1484995725.892,38.086,23.926,36.621,47.852,15.625,0
1484995725.896,38.574,34.180,42.480,58.105,12.207,0
1484995725.900,37.598,21.484,33.203,46.875,26.855,0
1484995725.904,39.062,14.648,31.738,48.340,57.129,0
1484995725.908,28.809,34.668,31.250,42.969,54.688,0
1484995725.912,23.926,22.949,33.203,50.293,42.480,0
1484995725.916,28.809,16.602,40.039,59.082,35.645,0
1484995725.919,28.809,31.250,40.527,44.434,29.785,0
1484995725.923,35.156,26.367,42.969,42.480,45.898,0
1484995725.927,28.320,30.762,39.551,36.133,50.293,0
1484995725.931,26.855,21.973,32.227,43.457,43.945,0
1484995725.935,38.086,18.555,34.180,61.523,47.363,0
1484995725.939,37.109,5.859,34.180,58.594,43.457,0
1484995725.943,36.621,-2.441,32.715,52.246,35.645,0
1484995725.947,28.809,8.301,32.715,55.664,54.199,0
1484995725.951,27.832,14.160,29.785,53.223,57.129,0
1484995725.955,28.320,27.344,29.297,45.898,21.484,0
1484995725.958,20.996,37.109,28.809,37.598,15.137,0
1484995725.962,29.785,36.133,27.832,27.832,56.152,0
1484995725.966,42.969,31.738,31.738,37.598,59.570,0
1484995725.970,43.457,24.414,33.691,52.246,31.738,0
1484995725.974,41.504,26.855,29.785,43.457,29.785,0
1484995725.978,50.293,30.762,38.086,51.270,42.480,0
1484995725.982,41.992,36.133,44.434,58.594,27.344,0
1484995725.986,34.180,21.484,29.785,54.688,-24.902,0
1484995725.990,24.902,12.695,20.996,58.105,-10.742,0
1484995725.994,20.508,21.973,24.414,41.504,61.035,0
1484995725.998,18.066,22.949,28.320,32.227,39.062,0
1484995726.001,26.855,12.695,31.250,42.480,12.207,0
1484995726.005,37.598,21.973,33.691,48.340,52.246,0
1484995726.009,31.738,30.273,37.109,50.293,43.945,0
1484995726.013,20.508,31.738,35.156,51.270,29.297,0
1484995726.017,27.344,41.016,39.551,52.246,41.016,0
1484995726.021,31.738,40.527,41.016,42.480,43.457,0
1484995726.025,21.973,30.273,38.574,42.969,9.277,0
